ZIP,Geographic Area Name,Number HH,Number Families,Families with Children <18,Families with No Own Children,Married Couple Families,Married Couple with Kids <18,Female Householder,Single Mom,Male Householder,Single Dad,2-Person Families,3-Person Families,4-Person Families,5-Person Families,6-Person Families,7+ Person Families,No Earners,1 Earner,2 Earners,3+ Earners,Non Family Households,Non-Family Female Householder,Single Woman,Single Woman Not Alone,Non-Family Male,Single Male,Single Male Not Alone,Median Income,Median Family Income,Median Family With Children,Median Family No Kids,Median Married,Median Married Kids,Media Married No Kids,Total Pop,Total Pop <5,Total Pop 5-9,Total Pop 10-14,Total Pop 15-19,Total Pop 20-24,Total Pop 25-29,Total Pop 30-34,Total Pop 35-39,Total Pop 40-44,Total Pop 45-49,Total Pop 50-54,Total Pop 55-59,Total Pop 60-64,Total Pop 65-69,Total Pop 70-74,Total Pop 75-79,Total Pop 80-84,Total Pop 85+,Total Pop 5-14,Total Pop 15-17,Total Pop <18,Total Pop 18-24,Total Pop 15-44,Total Pop 16+,Total Pop 18+,Total Pop 21+,Total Pop 60+,Total Pop 62+,Total Pop 65+,Total Pop 75+,Median Age,Males Per 100 Females,Age Dependency Ratio,Old-Age Dependency Ratio,Child Dependency Ratio,Total Pop Male,Median Age Male,Total Pop Female,Median Age Female,ZCTA5,latitude,longitude,area_land_meters,area_water_meters,area_land_sqmi,area_water_sqmi,wealth_score,population_score,children_score,area_score,composite_score,grade,cluster,cluster_id,cluster_radius,cluster_grades,ZIPs in Cluster,Avg Median Income,Total Population,Total Children,Total Area (sq mi)
77084,ZCTA5 77084,36216,27139,13477,13662,18603,8656,6131,3576,2405,1245,8791,7218,5270,3214,1733,913,2001,8474,11736,4928,9077,5029,4080,949,4048,3339,709,76327.0,85515,68484,96657,97075,91536,51359,109115,6227,8459,9778,8817,7128,8689,8668,7578,7504,7026,7584,6002,5004,4530,2924,1766,772,659,18237,5357,29821,10588,48384,82824,79294,74493,15655,13698,10651,3197,33.2,94.8,59.0,15.5,43.4,53101,32.6,56014,33.9,77084,29.827486,-95.65992,79400405.0,301381.0,30.657,0.116,0.0351339188986483,0.7791246108857655,0.587678555779511,0.9936474999317284,0.4934724855152925,A,27,"A,B_5mi_C1",5,"A,B",5,103290.6,292020,37021,78.57
11368,ZCTA5 11368,29859,22321,9396,12925,12144,5506,5636,2447,4541,1443,6850,5014,4974,2722,1454,1307,2013,6957,8070,5281,7538,3606,2816,790,3932,2481,1451,71798.0,70817,56349,77497,75100,74524,57101,107060,7039,7220,7342,7330,6059,8754,9531,8048,7787,7474,6798,6040,4789,4570,2954,2283,1430,1612,14562,4739,26340,8650,47509,84095,80720,76577,17638,15609,12849,5325,35.1,108.0,57.7,18.9,38.8,55585,35.3,51475,34.9,11368,40.749737,-73.853045,6810481.0,99467.0,2.63,0.038,0.009972388428696,0.7629704744835393,0.4088598720532819,0.9994900989345652,0.4286659073029208,A,0,"A,B_5mi_C2",5,"A,B",210,143259.88,7560984,740399,1193.38
11385,ZCTA5 11385,37586,23851,8830,15021,15006,5873,6103,2210,2742,747,9174,6243,4961,2134,1061,278,2836,7074,9681,4260,13735,7258,4696,2562,6477,4026,2451,87365.0,89695,81111,94797,100224,103413,69283,103865,5852,5418,5979,5145,7319,9526,10565,8688,7310,6232,7003,6626,5417,4753,3301,1916,1344,1471,11397,3012,20261,9452,48553,85364,83604,80248,18202,16084,12785,4731,36.1,97.0,46.7,18.1,28.6,51143,36.3,52722,35.8,11385,40.700647,-73.889423,9365112.0,82983.0,3.616,0.032,0.0964571631749418,0.7378549193472315,0.3840592410831654,0.9992845541878282,0.4464414464337998,A,0,"A,B_5mi_C2",5,"A,B",210,143259.88,7560984,740399,1193.38
92336,ZCTA5 92336,28225,24649,12479,12170,18031,9619,4519,2135,2099,725,5978,5760,6577,3785,1782,767,1826,7287,9968,5568,3576,1821,1315,506,1755,1311,444,121989.0,120602,116589,125980,138770,136532,77694,103393,6688,7040,8426,8779,6670,6782,7269,8726,8658,7014,6555,5907,4638,4292,2698,1428,1147,676,15466,6080,28234,9369,46884,79353,75159,71410,14879,12927,10241,3251,35.0,98.5,59.3,15.8,43.5,51309,33.7,52084,36.1,92336,34.147718,-117.464506,64485907.0,189585.0,24.898,0.073,0.2888159247098563,0.7341445775555766,0.5439488213127683,0.9948480396847286,0.5603263415061048,A,1,"A,B_5mi_C3",5,"A,B",5,107763.2,357503,39208,116.69
90650,ZCTA5 90650,26801,21705,8962,12743,14342,6313,4760,1741,2603,908,5176,4956,4754,3975,1746,1098,1908,5463,8111,6223,5096,2778,2301,477,2318,1564,754,98709.0,104096,97067,109387,117978,120399,71026,100808,6444,6045,6308,6933,6606,7639,8193,7251,6591,6148,6890,5582,6488,5162,3128,2016,1317,2067,12353,4282,23079,9257,43213,80710,77729,73515,20178,17768,13690,5400,36.5,102.3,57.4,21.4,36.0,50969,35.1,49839,37.9,90650,33.9076,-118.082645,25408311.0,96906.0,9.81,0.037,0.1594804357850408,0.713824167531365,0.3898431338182456,0.9979933329289148,0.4652349261158481,A,2,"A,B_5mi_C4",5,"A,B",88,125398.25,3821079,373857,712.69
30044,ZCTA5 30044,30769,23269,11791,11478,16149,8353,5067,2502,2053,936,6955,6283,5072,2953,1049,957,1617,6730,10682,4240,7500,3718,2942,776,3782,2969,813,76133.0,81738,71428,90098,95713,88689,56530,100471,7062,7847,8724,7283,6671,7701,7553,7127,6460,7373,6235,6314,5199,3781,2507,1240,762,632,16571,4662,28295,9292,42795,75246,72176,68624,14121,11693,8922,2634,33.0,97.3,58.8,14.1,44.7,49536,32.4,50935,34.2,30044,33.915234,-84.063923,63541193.0,447214.0,24.533,0.173,0.0340561231576082,0.7111750463792725,0.5138024712996232,0.994924128764403,0.4575340130855647,A,3,"A,B_5mi_C5",5,"A,B",4,85649.0,263846,30141,94.3
11226,ZCTA5 11226,39305,22600,8257,14343,11753,4357,8388,3232,2459,668,9502,6043,3894,2044,605,512,2043,7971,9665,2921,16705,9039,6661,2378,7666,5550,2116,81084.0,93381,79196,100919,120203,123025,60989,100022,5423,4665,5156,4910,6100,10688,10333,8223,7193,6034,6289,6211,5030,4711,4218,2250,1368,1220,9821,3235,18479,7775,47447,83357,81543,78688,18797,16634,13767,4838,36.5,87.5,47.6,20.3,27.3,46690,34.7,53332,38.0,11226,40.646448,-73.956649,3339501.0,0.0,1.289,0.0,0.0615621371467302,0.7076455051410244,0.3589518885286127,0.9997696481286568,0.4207268628074428,A,0,"A,B_5mi_C2",5,"A,B",210,143259.88,7560984,740399,1193.38
11373,ZCTA5 11373,32373,22951,9341,13610,14932,6383,5317,2306,2702,652,8146,5906,5048,2356,871,624,2843,6463,9146,4499,9422,4918,3703,1215,4504,2962,1542,71470.0,73926,65517,82963,79242,77779,54205,99433,4967,5658,6328,5794,5164,7416,8627,8719,7122,6907,6760,6895,5584,4276,3851,2252,1856,1257,11986,3694,20647,7264,42842,81426,78786,75672,19076,16413,13492,5365,38.3,100.9,52.3,20.7,31.6,49931,37.6,49502,39.2,11373,40.738843,-73.878539,3942315.0,0.0,1.522,0.0,0.0081501358355972,0.7030154387950822,0.4064499167469985,0.9997210761956044,0.4153487717549157,A,0,"A,B_5mi_C2",5,"A,B",210,143259.88,7560984,740399,1193.38
91331,ZCTA5 91331,23036,19566,7526,12040,12113,4882,4670,1752,2783,892,3913,3871,4199,3689,1464,2430,1583,5343,6447,6193,3470,1882,1630,252,1588,1265,323,82025.0,84981,69327,93715,93999,84167,55978,98820,5823,6121,7498,7276,7511,7640,7989,6501,6374,6155,6826,6379,4663,4310,2811,2234,1424,1285,13619,4632,24074,10155,43291,77592,74746,70786,16727,14786,12064,4943,34.7,105.6,57.7,19.2,38.4,50747,33.3,48073,36.2,91331,34.255442,-118.421314,22928471.0,120344.0,8.853,0.046,0.0667900020555898,0.6981967110021068,0.326921391639646,0.998192832241924,0.4108211852480602,A,4,"A,B_5mi_C6",5,"A,B",42,129764.95,1639294,158237,305.83
92335,ZCTA5 92335,25070,20658,10523,10135,12535,6671,5584,2836,2539,1016,4765,4423,4453,3344,2098,1575,1864,6577,7205,5012,4412,2046,1633,413,2366,1767,599,75198.0,77453,70628,84807,87699,84431,50543,95295,6083,7626,8724,8201,7452,7701,7213,6307,6029,6146,5909,4781,4487,3290,2000,1469,1010,867,16350,4857,27290,10796,42903,71246,68005,63016,13123,10955,8636,3346,31.4,101.8,60.5,14.5,46.0,48064,30.8,47231,32.1,92335,34.087181,-117.46545,44943462.0,0.0,17.353,0.0,0.0288615921376467,0.6704870609690909,0.4582420471474893,0.9964208947700536,0.4311347178017494,A,1,"A,B_5mi_C3",5,"A,B",5,107763.2,357503,39208,116.69
11236,ZCTA5 11236,33318,24242,8023,16219,11267,3579,10366,3682,2609,762,10033,6230,4191,2150,833,805,3939,8701,8099,3503,9076,5187,4638,549,3889,3494,395,82813.0,93846,83821,98272,116030,133468,70613,95174,5658,5769,5259,5407,5606,7115,6672,5570,5859,5657,5762,6907,6488,5863,4398,3805,1535,1844,11028,3479,20165,7534,36229,77543,75009,72168,23933,21517,17445,7184,40.4,84.5,65.3,30.3,35.0,43576,37.0,51598,43.0,11236,40.639413,-73.900664,9321422.0,89767.0,3.599,0.035,0.0711678527975466,0.6695358928402981,0.348698624134607,0.999288098062772,0.4133187289969989,A,0,"A,B_5mi_C2",5,"A,B",210,143259.88,7560984,740399,1193.38
90250,ZCTA5 90250,32712,21703,10970,10733,12659,6754,6512,3342,2532,874,7367,5471,4902,2561,709,693,1675,8074,8880,3074,11009,5194,4157,1037,5815,4602,1213,74923.0,80371,73325,90708,100908,95983,54050,94991,6247,6481,6994,6547,5759,8214,9076,7172,6588,5957,6902,4836,4626,3304,2643,1715,1019,911,13475,4203,23925,8103,43356,73739,71066,67651,14218,12298,9592,3645,34.0,95.5,54.5,15.6,38.9,46393,33.4,48598,34.4,90250,33.914775,-118.348083,17338421.0,35694.0,6.694,0.014,0.0273337888964816,0.6680973493066693,0.4778284111821926,0.9986429043597792,0.4363312549837271,A,4,"A,B_5mi_C6",5,"A,B",42,129764.95,1639294,158237,305.83
10314,ZCTA5 10314,31419,23446,8999,14447,17804,7317,4198,1229,1444,453,8533,5183,4802,2855,1276,797,3545,6290,9778,3833,7973,4719,4037,682,3254,2585,669,104655.0,123776,130203,122193,141035,148551,94823,93539,5147,5321,5624,5584,5471,6586,5778,5785,5898,5973,6077,5810,6375,5242,4895,3420,2111,2442,10945,3312,19404,7743,35102,76349,74135,71074,24485,22156,18110,7973,41.4,95.5,67.0,32.3,34.6,45695,39.3,47844,43.9,10314,40.599263,-74.165748,35438320.0,1681942.0,13.683,0.649,0.1925143196831059,0.6566833317611547,0.3914643764788362,0.9971859548314376,0.4657338844096845,A,5,"A,B_5mi_C7",5,"A,B",6,116489.0,293868,31195,39.2
10025,ZCTA5 10025,41029,19284,6933,12351,13163,4969,4091,1388,2030,576,10803,4861,2606,788,34,192,2694,6030,9545,1015,21745,12724,10344,2380,9021,6817,2204,109195.0,157394,"250,000+",141705,233036,"250,000+",67309,93223,3738,3433,3039,4567,7462,10397,7135,6220,5263,4387,5795,5341,5788,4886,5745,4451,2737,2839,6472,2582,12792,9447,41044,81963,80431,77032,26446,23987,20658,10027,40.4,87.8,56.0,34.6,21.4,43590,40.1,49633,41.1,10025,40.798601,-73.966622,1946729.0,0.0,0.752,0.0,0.2177369622827047,0.6541992893752162,0.3009376917009903,0.9998815928842326,0.4473113411169218,A,0,"A,B_5mi_C2",5,"A,B",210,143259.88,7560984,740399,1193.38
60618,ZCTA5 60618,37745,21207,10030,11177,16028,7653,3378,1684,1801,693,9343,4678,4451,2002,470,263,1846,5350,11588,2423,16538,8456,5908,2548,8082,5483,2599,101558.0,126817,148591,115708,166306,181101,57022,91896,6005,4903,5316,4728,4861,8202,10653,9135,8087,6693,5392,5125,3914,2409,2916,1414,1024,1119,10219,3585,19809,6004,45666,74252,72087,70384,12796,11144,8882,3557,35.7,96.5,45.4,14.1,31.3,45139,35.9,46757,35.5,60618,41.947568,-87.702647,12942897.0,165560.0,4.997,0.064,0.1753084773635116,0.6437678835330001,0.4366400841293489,0.9989966664644572,0.4709530689923024,A,6,"A,B_5mi_C8",5,"A,B",41,124677.54,1829617,177005,279.96
11221,ZCTA5 11221,36032,17954,6990,10964,8520,3455,7333,3063,2101,472,7756,4728,2877,1368,846,379,2454,6302,6869,2329,18078,10257,6110,4147,7821,4138,3683,85122.0,86200,65797,93495,125303,129495,46397,90750,4337,4394,4089,4019,8020,12826,12038,7620,5848,4977,4824,3951,4420,2668,2832,1726,1193,968,8483,2634,15454,9405,50371,77126,75296,72838,13807,11804,9387,3887,32.8,87.6,37.7,14.2,23.4,42373,32.5,48377,33.2,11221,40.69134,-73.927879,3582821.0,0.0,1.383,0.0,0.083995844375184,0.63475929943716,0.303435281745684,0.9997500525848504,0.3973434978301791,A,0,"A,B_5mi_C2",5,"A,B",210,143259.88,7560984,740399,1193.38
92683,ZCTA5 92683,27858,21338,7877,13461,15270,5982,4005,1399,2063,496,6873,5575,4053,2482,1234,1121,3294,5962,7483,4599,6520,3134,2565,569,3386,2568,818,82703.0,91108,85565,94443,106192,101481,51496,90140,5016,4377,6094,5500,5331,6139,5710,5335,4361,6222,6709,6649,6754,4943,3448,2836,2392,2324,10471,3236,18723,7595,32376,73897,71417,68143,22697,19837,15943,7552,41.7,99.5,62.5,28.7,33.8,44946,41.5,45194,41.9,92683,33.752498,-117.993967,25912444.0,0.0,10.005,0.0,0.0705567315010806,0.6299641543250638,0.3423012882306546,0.9979526825986776,0.403070975749389,A,2,"A,B_5mi_C4",5,"A,B",88,125398.25,3821079,373857,712.69
