ZIP,cluster_id,coverage_pct,can_skip,covered_by
92804,A_5mi_C3,73.2,False,"[('90650', 26.1), ('92683', 58.3), ('92704', 32.7), ('90706', 17.7), ('92805', 63.4), ('90631', 26.3), ('92647', 40.3), ('92708', 34.7), ('92646', 12.6), ('92870', 30.3), ('92833', 61.6), ('92626', 15.5), ('90630', 67.3), ('92705', 10.3), ('90703', 43.8), ('90620', 73.2), ('92648', 18.2), ('92867', 34.2), ('90808', 32.6), ('92807', 12.0), ('92869', 14.2)]"
92704,A_5mi_C3,75.2,False,"[('92683', 50.9), ('92804', 32.7), ('92805', 34.2), ('92618', 14.5), ('92620', 25.2), ('92627', 54.3), ('92647', 47.5), ('92708', 75.2), ('92646', 51.5), ('92626', 74.0), ('90630', 16.3), ('92705', 36.8), ('90620', 13.5), ('92648', 39.6), ('92867', 42.7), ('92807', 11.1), ('92869', 25.0), ('92660', 45.3), ('92782', 38.8), ('92602', 24.1), ('92603', 22.9), ('92625', 27.3), ('92657', 19.2)]"
90706,A_5mi_C3,73.8,False,"[('90650', 73.8), ('92804', 17.7), ('90631', 13.1), ('92833', 20.7), ('90630', 39.1), ('90703', 67.7), ('90620', 38.6), ('90808', 59.7)]"
92805,A_5mi_C3,63.4,False,"[('92683', 35.6), ('92804', 63.4), ('92704', 34.2), ('90631', 30.4), ('92647', 20.6), ('92708', 25.9), ('92870', 59.7), ('92833', 58.8), ('92626', 14.4), ('92886', 33.6), ('90630', 34.0), ('92705', 31.0), ('90703', 19.3), ('90620', 44.2), ('92867', 62.9), ('92807', 40.3), ('92869', 41.2), ('92782', 21.4), ('92602', 18.8), ('92887', 13.4)]"
90631,A_5mi_C3,60.5,False,"[('90650', 32.6), ('92804', 26.3), ('90706', 13.1), ('92805', 30.4), ('92870', 38.8), ('92833', 60.5), ('92886', 20.8), ('90630', 18.2), ('90703', 27.9), ('90620', 34.1)]"
92630,A_5mi_C3,76.5,False,"[('92618', 71.2), ('92620', 47.0), ('92705', 16.0), ('92691', 76.5), ('92692', 67.2), ('92688', 59.0), ('92694', 33.8), ('92660', 11.9), ('92679', 51.0), ('92782', 26.7), ('92602', 23.7), ('92603', 45.2), ('92610', 68.3), ('92625', 13.1), ('92657', 24.4)]"
92618,A_5mi_C3,71.2,False,"[('92704', 14.5), ('92630', 71.2), ('92620', 70.5), ('92627', 12.8), ('92626', 17.1), ('92705', 35.5), ('92691', 51.1), ('92692', 41.1), ('92867', 10.8), ('92688', 33.1), ('92869', 16.0), ('92694', 14.4), ('92660', 28.3), ('92679', 27.0), ('92782', 49.3), ('92602', 41.7), ('92603', 61.1), ('92610', 65.3), ('92625', 25.8), ('92657', 35.6)]"
92620,A_5mi_C3,76.1,False,"[('92704', 25.2), ('92630', 47.0), ('92618', 70.5), ('92627', 13.2), ('92626', 21.9), ('92705', 62.0), ('92691', 27.3), ('92692', 19.7), ('92867', 31.0), ('92688', 15.7), ('92807', 20.2), ('92869', 39.3), ('92660', 24.5), ('92679', 12.8), ('92782', 76.1), ('92602', 69.1), ('92603', 44.1), ('92610', 59.9), ('92625', 17.0), ('92657', 22.0)]"
92627,A_5mi_C3,79.2,False,"[('92683', 28.5), ('92704', 54.3), ('92618', 12.8), ('92620', 13.2), ('92647', 36.7), ('92708', 58.1), ('92646', 73.2), ('92626', 79.2), ('92705', 11.3), ('92648', 48.2), ('92660', 75.3), ('92782', 17.3), ('92603', 35.2), ('92625', 59.8), ('92657', 44.2)]"
92647,A_5mi_C3,80.1,False,"[('92683', 80.1), ('92804', 40.3), ('92704', 47.5), ('92805', 20.6), ('92627', 36.7), ('92708', 69.2), ('92646', 57.0), ('92833', 10.8), ('92626', 43.1), ('90630', 40.7), ('90703', 13.9), ('90620', 28.2), ('92648', 72.3), ('92867', 12.1), ('90808', 23.4), ('92660', 18.6)]"
92708,A_5mi_C3,75.2,False,"[('92683', 65.9), ('92804', 34.7), ('92704', 75.2), ('92805', 25.9), ('92627', 58.1), ('92647', 69.2), ('92646', 68.5), ('92626', 70.7), ('90630', 24.3), ('92705', 17.5), ('90620', 17.5), ('92648', 61.9), ('92867', 25.7), ('92660', 40.4), ('92782', 19.0), ('92603', 12.6), ('92625', 24.1), ('92657', 13.7)]"
92646,A_5mi_C3,73.8,False,"[('92683', 43.7), ('92804', 12.6), ('92704', 51.5), ('92627', 73.2), ('92647', 57.0), ('92708', 68.5), ('92626', 67.2), ('92648', 73.8), ('92660', 49.6), ('92603', 14.8), ('92625', 36.8), ('92657', 22.4)]"
92870,A_5mi_C3,68.5,False,"[('92804', 30.3), ('92805', 59.7), ('90631', 38.8), ('92833', 46.0), ('92886', 68.5), ('92705', 25.5), ('90620', 20.5), ('92867', 50.7), ('92807', 60.5), ('92869', 45.6), ('92782', 14.0), ('92602', 17.9), ('92887', 38.4)]"
92833,A_5mi_C3,65.2,False,"[('90650', 37.5), ('92683', 24.5), ('92804', 61.6), ('90706', 20.7), ('92805', 58.8), ('90631', 60.5), ('92647', 10.8), ('92870', 46.0), ('92886', 20.5), ('90630', 46.5), ('90703', 45.2), ('90620', 65.2), ('92867', 26.5), ('90808', 21.4), ('92807', 16.4), ('92869', 12.0)]"
92626,A_5mi_C3,79.2,False,"[('92683', 38.8), ('92804', 15.5), ('92704', 74.0), ('92805', 14.4), ('92618', 17.1), ('92620', 21.9), ('92627', 79.2), ('92647', 43.1), ('92708', 70.7), ('92646', 67.2), ('92705', 23.9), ('92648', 46.3), ('92867', 23.0), ('92869', 10.7), ('92660', 67.1), ('92782', 29.6), ('92602', 14.6), ('92603', 34.3), ('92625', 47.7), ('92657', 35.9)]"
92886,A_5mi_C3,70.1,False,"[('92805', 33.6), ('90631', 20.8), ('92870', 68.5), ('92833', 20.5), ('92705', 23.9), ('92867', 38.1), ('92807', 70.1), ('92869', 46.5), ('92782', 12.4), ('92602', 20.8), ('92887', 65.6)]"
90630,A_5mi_C3,79.4,False,"[('90650', 41.8), ('92683', 53.6), ('92804', 67.3), ('92704', 16.3), ('90706', 39.1), ('92805', 34.0), ('90631', 18.2), ('92647', 40.7), ('92708', 24.3), ('92833', 46.5), ('90703', 65.5), ('90620', 79.4), ('92648', 19.2), ('92867', 10.2), ('90808', 62.3)]"
92705,A_5mi_C3,83.5,False,"[('92804', 10.3), ('92704', 36.8), ('92805', 31.0), ('92630', 16.0), ('92618', 35.5), ('92620', 62.0), ('92627', 11.3), ('92708', 17.5), ('92870', 25.5), ('92626', 23.9), ('92886', 23.9), ('92867', 64.7), ('92807', 49.3), ('92869', 73.3), ('92660', 15.8), ('92782', 83.5), ('92602', 82.4), ('92887', 24.9), ('92603', 20.5), ('92610', 30.5)]"
90703,A_5mi_C3,74.2,False,"[('90650', 74.2), ('92683', 23.7), ('92804', 43.8), ('90706', 67.7), ('92805', 19.3), ('90631', 27.9), ('92647', 13.9), ('92833', 45.2), ('90630', 65.5), ('90620', 68.7), ('90808', 65.3)]"
90620,A_5mi_C3,79.4,False,"[('90650', 48.9), ('92683', 42.9), ('92804', 73.2), ('92704', 13.5), ('90706', 38.6), ('92805', 44.2), ('90631', 34.1), ('92647', 28.2), ('92708', 17.5), ('92870', 20.5), ('92833', 65.2), ('90630', 79.4), ('90703', 68.7), ('92867', 15.6), ('90808', 49.6)]"
92691,A_5mi_C3,87.6,False,"[('92630', 76.5), ('92618', 51.1), ('92620', 27.3), ('92692', 87.6), ('92688', 71.7), ('92694', 54.8), ('92679', 59.2), ('92782', 10.6), ('92603', 36.6), ('92610', 48.4), ('92657', 21.0)]"
92692,A_5mi_C3,87.6,False,"[('92630', 67.2), ('92618', 41.1), ('92620', 19.7), ('92691', 87.6), ('92688', 81.8), ('92694', 62.0), ('92679', 68.2), ('92603', 26.5), ('92610', 43.2), ('92657', 13.0)]"
92648,A_5mi_C3,73.8,False,"[('92683', 53.7), ('92804', 18.2), ('92704', 39.6), ('92627', 48.2), ('92647', 72.3), ('92708', 61.9), ('92646', 73.8), ('92626', 46.3), ('90630', 19.2), ('92660', 27.0), ('92625', 16.5)]"
92867,A_5mi_C3,72.6,False,"[('92683', 22.4), ('92804', 34.2), ('92704', 42.7), ('92805', 62.9), ('92618', 10.8), ('92620', 31.0), ('92647', 12.1), ('92708', 25.7), ('92870', 50.7), ('92833', 26.5), ('92626', 23.0), ('92886', 38.1), ('90630', 10.2), ('92705', 64.7), ('90620', 15.6), ('92807', 59.1), ('92869', 72.6), ('92782', 51.9), ('92602', 49.9), ('92887', 26.5)]"
92688,A_5mi_C3,86.0,False,"[('92630', 59.0), ('92618', 33.1), ('92620', 15.7), ('92691', 71.7), ('92692', 81.8), ('92694', 55.1), ('92679', 86.0), ('92603', 15.3), ('92610', 43.6)]"
90808,A_5mi_C3,65.3,False,"[('90650', 47.1), ('92683', 28.8), ('92804', 32.6), ('90706', 59.7), ('92647', 23.4), ('92833', 21.4), ('90630', 62.3), ('90703', 65.3), ('90620', 49.6)]"
92807,A_5mi_C3,74.8,False,"[('92804', 12.0), ('92704', 11.1), ('92805', 40.3), ('92620', 20.2), ('92870', 60.5), ('92833', 16.4), ('92886', 70.1), ('92705', 49.3), ('92867', 59.1), ('92869', 74.8), ('92782', 34.9), ('92602', 45.4), ('92887', 63.2)]"
92869,A_5mi_C3,74.8,False,"[('92804', 14.2), ('92704', 25.0), ('92805', 41.2), ('92618', 16.0), ('92620', 39.3), ('92870', 45.6), ('92833', 12.0), ('92626', 10.7), ('92886', 46.5), ('92705', 73.3), ('92867', 72.6), ('92807', 74.8), ('92782', 57.5), ('92602', 66.4), ('92887', 44.6), ('92610', 16.2)]"
92694,A_5mi_C3,62.0,False,"[('92630', 33.8), ('92618', 14.4), ('92691', 54.8), ('92692', 62.0), ('92688', 55.1), ('92679', 45.3), ('92603', 10.7), ('92610', 13.1)]"
92660,A_5mi_C3,78.8,False,"[('92683', 13.6), ('92704', 45.3), ('92630', 11.9), ('92618', 28.3), ('92620', 24.5), ('92627', 75.3), ('92647', 18.6), ('92708', 40.4), ('92646', 49.6), ('92626', 67.1), ('92705', 15.8), ('92648', 27.0), ('92782', 24.7), ('92602', 10.5), ('92603', 57.1), ('92625', 78.8), ('92657', 65.9)]"
92679,A_5mi_C3,86.0,False,"[('92630', 51.0), ('92618', 27.0), ('92620', 12.8), ('92691', 59.2), ('92692', 68.2), ('92688', 86.0), ('92694', 45.3), ('92610', 42.5)]"
92782,A_5mi_C3,83.5,False,"[('92704', 38.8), ('92805', 21.4), ('92630', 26.7), ('92618', 49.3), ('92620', 76.1), ('92627', 17.3), ('92708', 19.0), ('92870', 14.0), ('92626', 29.6), ('92886', 12.4), ('92705', 83.5), ('92691', 10.6), ('92867', 51.9), ('92807', 34.9), ('92869', 57.5), ('92660', 24.7), ('92602', 79.4), ('92887', 14.5), ('92603', 33.2), ('92610', 39.6), ('92625', 14.1), ('92657', 15.5)]"
92602,A_5mi_C3,82.4,False,"[('92704', 24.1), ('92805', 18.8), ('92630', 23.7), ('92618', 41.7), ('92620', 69.1), ('92870', 17.9), ('92626', 14.6), ('92886', 20.8), ('92705', 82.4), ('92867', 49.9), ('92807', 45.4), ('92869', 66.4), ('92660', 10.5), ('92782', 79.4), ('92887', 27.4), ('92603', 20.3), ('92610', 42.8)]"
92887,A_5mi_C3,65.6,False,"[('92805', 13.4), ('92870', 38.4), ('92886', 65.6), ('92705', 24.9), ('92867', 26.5), ('92807', 63.2), ('92869', 44.6), ('92782', 14.5), ('92602', 27.4)]"
92603,A_5mi_C3,71.9,False,"[('92704', 22.9), ('92630', 45.2), ('92618', 61.1), ('92620', 44.1), ('92627', 35.2), ('92708', 12.6), ('92646', 14.8), ('92626', 34.3), ('92705', 20.5), ('92691', 36.6), ('92692', 26.5), ('92688', 15.3), ('92694', 10.7), ('92660', 57.1), ('92782', 33.2), ('92602', 20.3), ('92610', 30.1), ('92625', 59.5), ('92657', 71.9)]"
92610,A_5mi_C3,68.3,False,"[('92630', 68.3), ('92618', 65.3), ('92620', 59.9), ('92705', 30.5), ('92691', 48.4), ('92692', 43.2), ('92688', 43.6), ('92869', 16.2), ('92694', 13.1), ('92679', 42.5), ('92782', 39.6), ('92602', 42.8), ('92603', 30.1), ('92657', 10.2)]"
92625,A_5mi_C3,81.2,False,"[('92704', 27.3), ('92630', 13.1), ('92618', 25.8), ('92620', 17.0), ('92627', 59.8), ('92708', 24.1), ('92646', 36.8), ('92626', 47.7), ('92648', 16.5), ('92660', 78.8), ('92782', 14.1), ('92603', 59.5), ('92657', 81.2)]"
92657,A_5mi_C3,81.2,False,"[('92704', 19.2), ('92630', 24.4), ('92618', 35.6), ('92620', 22.0), ('92627', 44.2), ('92708', 13.7), ('92646', 22.4), ('92626', 35.9), ('92691', 21.0), ('92692', 13.0), ('92660', 65.9), ('92782', 15.5), ('92603', 71.9), ('92610', 10.2), ('92625', 81.2)]"
90250,A_5mi_C4,71.7,False,"[('90066', 33.9), ('90503', 53.7), ('90278', 71.7), ('90045', 61.2), ('90275', 10.2), ('90277', 44.9), ('90266', 67.9), ('90274', 21.4)]"
90066,A_5mi_C4,62.3,False,"[('90250', 33.9), ('90278', 20.5), ('90045', 62.3), ('90266', 31.6)]"
90503,A_5mi_C4,81.6,False,"[('90250', 53.7), ('90278', 77.2), ('90045', 31.7), ('90275', 47.0), ('90277', 81.6), ('90266', 60.5), ('90274', 62.2)]"
90278,A_5mi_C4,80.7,False,"[('90250', 71.7), ('90066', 20.5), ('90503', 77.2), ('90045', 51.7), ('90275', 29.2), ('90277', 71.7), ('90266', 80.7), ('90274', 43.5)]"
90045,A_5mi_C4,66.2,False,"[('90250', 61.2), ('90066', 62.3), ('90503', 31.7), ('90278', 51.7), ('90277', 31.9), ('90266', 66.2)]"
90275,A_5mi_C4,83.2,False,"[('90250', 10.2), ('90503', 47.0), ('90278', 29.2), ('90277', 51.9), ('90266', 20.1), ('90274', 83.2)]"
90277,A_5mi_C4,81.6,False,"[('90250', 44.9), ('90503', 81.6), ('90278', 71.7), ('90045', 31.9), ('90275', 51.9), ('90266', 62.6), ('90274', 67.6)]"
90266,A_5mi_C4,80.7,False,"[('90250', 67.9), ('90066', 31.6), ('90503', 60.5), ('90278', 80.7), ('90045', 66.2), ('90275', 20.1), ('90277', 62.6), ('90274', 33.1)]"
90274,A_5mi_C4,83.2,False,"[('90250', 21.4), ('90503', 62.2), ('90278', 43.5), ('90275', 83.2), ('90277', 67.6), ('90266', 33.1)]"
10314,A_5mi_C5,74.5,False,"[('10312', 65.1), ('10306', 74.5)]"
10312,A_5mi_C5,68.4,False,"[('10314', 65.1), ('10306', 68.4)]"
10306,A_5mi_C5,74.5,False,"[('10314', 74.5), ('10312', 68.4)]"
60618,A_5mi_C6,84.0,False,"[('60647', 83.5), ('60625', 84.0), ('60657', 73.7), ('60614', 70.9), ('60622', 70.3)]"
60647,A_5mi_C6,85.5,False,"[('60618', 83.5), ('60625', 67.8), ('60657', 72.2), ('60614', 76.1), ('60622', 85.5)]"
60625,A_5mi_C6,84.0,False,"[('60618', 84.0), ('60647', 67.8), ('60657', 67.9), ('60614', 61.1), ('60622', 55.7)]"
60657,A_5mi_C6,88.9,False,"[('60618', 73.7), ('60647', 72.2), ('60625', 67.9), ('60614', 88.9), ('60622', 70.8)]"
60614,A_5mi_C6,88.9,False,"[('60618', 70.9), ('60647', 76.1), ('60625', 61.1), ('60657', 88.9), ('60622', 79.7)]"
60622,A_5mi_C6,85.5,False,"[('60618', 70.3), ('60647', 85.5), ('60625', 55.7), ('60657', 70.8), ('60614', 79.7)]"
78613,A_5mi_C7,61.5,False,"[('78681', 45.3), ('78717', 61.5)]"
78681,A_5mi_C7,68.3,False,"[('78613', 45.3), ('78717', 68.3)]"
78717,A_5mi_C7,68.3,False,"[('78613', 61.5), ('78681', 68.3)]"
30024,A_5mi_C8,63.6,False,"[('30096', 39.9), ('30097', 63.6)]"
30096,A_5mi_C8,67.7,False,"[('30024', 39.9), ('30097', 67.7)]"
30097,A_5mi_C8,67.7,False,"[('30024', 63.6), ('30096', 67.7)]"
91911,A_5mi_C9,81.3,False,"[('92154', 63.4), ('91910', 81.3), ('92114', 40.0), ('91977', 25.5), ('91913', 63.9), ('91915', 45.3), ('91914', 38.0)]"
92154,A_5mi_C9,65.8,False,"[('91911', 63.4), ('91910', 48.7), ('92114', 16.5), ('91977', 11.6), ('91913', 65.8), ('91915', 55.2), ('91914', 35.9)]"
91910,A_5mi_C9,81.3,False,"[('91911', 81.3), ('92154', 48.7), ('92114', 56.9), ('91977', 38.6), ('91913', 61.3), ('91915', 43.7), ('91914', 43.5)]"
92114,A_5mi_C9,67.4,False,"[('91911', 40.0), ('92154', 16.5), ('91910', 56.9), ('91977', 67.4), ('91913', 37.2), ('91915', 27.8), ('91914', 41.5)]"
91977,A_5mi_C9,67.4,False,"[('91911', 25.5), ('92154', 11.6), ('91910', 38.6), ('92114', 67.4), ('91913', 36.5), ('91915', 34.3), ('91914', 55.8)]"
91913,A_5mi_C9,80.0,False,"[('91911', 63.9), ('92154', 65.8), ('91910', 61.3), ('92114', 37.2), ('91977', 36.5), ('91915', 80.0), ('91914', 66.8)]"
91915,A_5mi_C9,80.0,False,"[('91911', 45.3), ('92154', 55.2), ('91910', 43.7), ('92114', 27.8), ('91977', 34.3), ('91913', 80.0), ('91914', 74.0)]"
91914,A_5mi_C9,74.0,False,"[('91911', 38.0), ('92154', 35.9), ('91910', 43.5), ('92114', 41.5), ('91977', 55.8), ('91913', 66.8), ('91915', 74.0)]"
22193,A_5mi_C10,69.8,False,"[('22192', 69.8), ('22015', 13.5), ('22153', 21.9), ('22152', 11.2), ('22039', 31.6)]"
20906,A_5mi_C10,79.7,False,"[('20011', 20.8), ('20878', 14.4), ('20904', 61.1), ('20902', 71.9), ('20850', 41.4), ('20854', 20.4), ('20852', 61.0), ('20817', 31.2), ('20901', 53.7), ('20016', 14.2), ('20853', 79.7), ('20815', 36.9), ('20814', 45.4), ('20832', 59.8), ('20895', 61.5), ('20905', 64.0), ('20816', 20.0), ('20015', 29.0)]"
20002,A_5mi_C10,85.0,False,"[('20011', 64.9), ('20904', 10.6), ('20902', 16.9), ('22204', 39.7), ('20009', 72.5), ('20001', 83.0), ('22201', 46.0), ('20817', 11.2), ('20901', 30.2), ('20003', 85.0), ('22314', 32.7), ('22207', 34.7), ('20016', 46.1), ('22101', 17.2), ('20815', 35.4), ('20814', 21.3), ('22310', 10.6), ('20895', 18.6), ('22046', 12.9), ('20816', 30.2), ('22205', 27.6), ('20015', 48.3), ('22301', 37.8)]"
20011,A_5mi_C10,80.6,False,"[('20906', 20.8), ('20002', 64.9), ('20904', 29.9), ('20902', 44.0), ('22204', 34.9), ('20009', 78.0), ('20852', 26.1), ('20001', 73.6), ('22201', 47.2), ('20817', 34.6), ('20901', 57.0), ('20003', 54.0), ('22314', 16.1), ('22207', 44.7), ('22042', 10.7), ('20016', 66.2), ('20853', 11.5), ('22101', 33.9), ('20815', 66.7), ('20814', 50.3), ('22102', 10.9), ('22043', 17.8), ('20895', 47.7), ('20905', 11.3), ('22046', 19.5), ('20816', 53.6), ('22205', 32.3), ('20015', 80.6), ('22301', 21.7)]"
20878,A_5mi_C10,72.1,False,"[('20906', 14.4), ('20874', 72.1), ('20850', 64.5), ('20854', 49.3), ('20852', 31.5), ('20164', 15.3), ('20817', 20.3), ('20165', 27.8), ('20853', 28.5), ('20814', 12.3), ('22102', 10.2), ('20832', 20.2), ('20895', 11.5), ('22066', 35.5), ('20194', 15.6)]"
20874,A_5mi_C10,72.1,False,"[('20878', 72.1), ('20850', 38.7), ('20854', 30.1), ('20852', 11.1), ('20164', 19.7), ('20165', 38.2), ('22066', 28.9), ('20194', 13.2)]"
22030,A_5mi_C10,71.5,False,"[('22192', 13.2), ('22003', 40.8), ('20171', 41.5), ('22015', 57.5), ('20170', 17.0), ('22033', 68.1), ('22031', 59.2), ('22042', 31.8), ('22153', 27.6), ('20191', 41.8), ('22032', 71.5), ('22152', 37.0), ('22102', 18.4), ('22182', 32.8), ('22180', 46.6), ('22043', 24.6), ('22039', 48.9), ('22124', 63.9), ('22046', 22.9), ('22151', 35.2), ('22181', 51.9), ('20194', 17.9)]"
22192,A_5mi_C10,69.8,False,"[('22193', 69.8), ('22030', 13.2), ('22015', 35.6), ('22153', 47.1), ('22032', 19.8), ('22152', 33.7), ('22315', 16.2), ('22039', 55.6), ('22151', 16.8)]"
22003,A_5mi_C10,83.3,False,"[('22030', 40.8), ('22204', 42.4), ('22015', 59.5), ('22033', 19.7), ('22201', 35.1), ('22031', 71.6), ('22314', 26.5), ('22207', 37.7), ('22042', 76.6), ('22153', 47.2), ('20016', 17.7), ('22101', 31.0), ('20191', 16.3), ('22032', 65.4), ('22310', 48.0), ('22152', 64.4), ('22315', 46.9), ('22102', 28.6), ('22182', 30.2), ('22180', 55.3), ('22043', 55.6), ('22039', 35.8), ('22124', 34.3), ('22046', 61.5), ('20816', 16.7), ('22205', 51.6), ('22151', 83.3), ('22181', 40.9), ('22301', 28.6)]"
20904,A_5mi_C10,72.8,False,"[('20906', 61.1), ('20002', 10.6), ('20011', 29.9), ('20902', 67.1), ('20850', 11.9), ('20009', 13.6), ('20852', 33.3), ('20001', 11.6), ('20817', 15.3), ('20901', 68.6), ('20016', 13.2), ('20853', 42.5), ('20815', 32.8), ('20814', 32.7), ('20832', 32.9), ('20895', 48.2), ('20905', 72.8), ('20816', 13.6), ('20015', 31.0)]"
20902,A_5mi_C10,79.9,False,"[('20906', 71.9), ('20002', 16.9), ('20011', 44.0), ('20904', 67.1), ('20850', 30.1), ('20009', 26.9), ('20854', 20.1), ('20852', 60.5), ('20001', 22.0), ('22201', 10.3), ('20817', 41.5), ('20901', 78.9), ('22207', 14.8), ('20016', 32.8), ('20853', 56.4), ('22101', 19.3), ('20815', 58.8), ('20814', 62.2), ('20832', 34.3), ('20895', 79.9), ('20905', 52.0), ('20816', 36.7), ('20015', 52.3)]"
22204,A_5mi_C10,83.7,False,"[('20002', 39.7), ('20011', 34.9), ('22003', 42.4), ('20009', 53.7), ('22015', 12.0), ('20001', 50.9), ('22201', 83.7), ('20817', 18.5), ('22031', 26.4), ('20003', 47.2), ('22314', 60.9), ('22207', 68.9), ('22042', 53.1), ('22153', 12.2), ('20016', 53.1), ('22101', 42.8), ('20815', 27.5), ('20814', 17.8), ('22032', 15.1), ('22310', 52.1), ('22152', 22.0), ('22315', 34.3), ('22102', 21.5), ('22182', 12.0), ('22180', 25.7), ('22043', 47.9), ('22046', 56.8), ('20816', 41.1), ('22205', 75.7), ('22151', 38.7), ('22181', 11.9), ('20015', 34.1), ('22301', 68.3)]"
20171,A_5mi_C10,76.7,False,"[('22030', 41.5), ('20170', 64.3), ('20164', 45.6), ('22033', 69.2), ('22031', 27.1), ('20165', 22.5), ('20191', 76.7), ('22032', 22.4), ('22102', 23.0), ('22182', 42.4), ('22180', 32.9), ('22043', 12.0), ('22124', 63.1), ('22066', 31.7), ('22181', 49.9), ('20194', 55.8)]"
20850,A_5mi_C10,64.5,False,"[('20906', 41.4), ('20878', 64.5), ('20874', 38.7), ('20904', 11.9), ('20902', 30.1), ('20854', 59.6), ('20852', 62.9), ('20817', 41.7), ('20901', 14.9), ('20853', 57.6), ('22101', 14.7), ('20815', 22.4), ('20814', 36.7), ('22102', 17.5), ('20832', 39.7), ('20895', 38.0), ('20905', 14.5), ('20816', 18.5), ('22066', 28.4), ('20015', 12.4)]"
20009,A_5mi_C10,88.9,False,"[('20002', 72.5), ('20011', 78.0), ('20904', 13.6), ('20902', 26.9), ('22204', 53.7), ('20852', 15.9), ('20001', 88.9), ('22201', 65.5), ('20817', 30.1), ('20901', 37.3), ('20003', 67.7), ('22314', 32.7), ('22207', 57.6), ('22042', 21.6), ('20016', 72.2), ('22101', 39.0), ('20815', 55.7), ('20814', 39.9), ('22310', 15.3), ('22102', 14.1), ('22043', 26.9), ('20895', 33.2), ('22046', 30.6), ('20816', 54.2), ('22205', 47.0), ('20015', 68.6), ('22301', 39.4)]"
20854,A_5mi_C10,60.3,False,"[('20906', 20.4), ('20878', 49.3), ('20874', 30.1), ('20902', 20.1), ('20850', 59.6), ('20852', 52.5), ('20170', 22.2), ('20164', 21.1), ('20817', 60.3), ('22207', 16.6), ('20165', 21.8), ('20016', 19.7), ('20853', 29.3), ('22101', 38.6), ('20815', 29.0), ('20814', 42.2), ('20191', 19.0), ('22102', 49.8), ('22182', 37.9), ('22180', 19.6), ('20832', 10.6), ('22043', 22.7), ('20895', 33.7), ('22124', 10.5), ('22046', 15.8), ('20816', 34.9), ('22205', 10.4), ('22066', 59.1), ('22181', 20.5), ('20015', 18.5), ('20194', 36.2)]"
20852,A_5mi_C10,72.8,False,"[('20906', 61.0), ('20011', 26.1), ('20878', 31.5), ('20874', 11.1), ('20904', 33.3), ('20902', 60.5), ('20850', 62.9), ('20009', 15.9), ('20854', 52.5), ('20817', 63.8), ('20901', 43.3), ('22207', 17.5), ('20016', 30.5), ('20853', 65.8), ('22101', 31.4), ('20815', 53.1), ('20814', 69.2), ('22102', 24.4), ('20832', 37.1), ('22043', 10.9), ('20895', 72.8), ('20905', 29.0), ('20816', 42.8), ('22066', 18.0), ('20015', 40.5)]"
22015,A_5mi_C10,78.7,False,"[('22193', 13.5), ('22030', 57.5), ('22192', 35.6), ('22003', 59.5), ('22204', 12.0), ('22033', 29.1), ('22031', 55.3), ('22042', 39.7), ('22153', 66.2), ('20191', 12.8), ('22032', 78.7), ('22310', 28.2), ('22152', 75.8), ('22315', 37.8), ('22182', 14.9), ('22180', 34.9), ('22043', 24.2), ('22039', 73.8), ('22124', 32.2), ('22046', 26.9), ('22205', 17.5), ('22151', 64.2), ('22181', 29.5)]"
20001,A_5mi_C10,88.9,False,"[('20002', 83.0), ('20011', 73.6), ('20904', 11.6), ('20902', 22.0), ('22204', 50.9), ('20009', 88.9), ('22201', 60.0), ('20817', 21.6), ('20901', 33.7), ('20003', 77.9), ('22314', 35.6), ('22207', 49.4), ('22042', 16.6), ('20016', 61.5), ('22101', 30.1), ('20815', 46.9), ('20814', 31.6), ('22310', 15.4), ('22043', 20.1), ('20895', 26.4), ('22046', 24.2), ('20816', 44.1), ('22205', 40.6), ('20015', 60.0), ('22301', 41.9)]"
20170,A_5mi_C10,81.0,False,"[('22030', 17.0), ('20171', 64.3), ('20854', 22.2), ('20164', 77.8), ('22033', 37.3), ('22031', 14.2), ('20165', 52.1), ('20191', 67.7), ('22102', 29.1), ('22182', 44.8), ('22180', 25.3), ('22124', 43.4), ('22066', 57.7), ('22181', 40.2), ('20194', 81.0)]"
20164,A_5mi_C10,77.8,False,"[('20878', 15.3), ('20874', 19.7), ('20171', 45.6), ('20854', 21.1), ('20170', 77.8), ('22033', 20.4), ('20165', 72.4), ('20191', 46.9), ('22102', 18.3), ('22182', 29.6), ('22180', 11.2), ('22124', 24.8), ('22066', 55.5), ('22181', 23.0), ('20194', 67.0)]"
22033,A_5mi_C10,70.6,False,"[('22030', 68.1), ('22003', 19.7), ('20171', 69.2), ('22015', 29.1), ('20170', 37.3), ('20164', 20.4), ('22031', 40.8), ('22042', 16.8), ('20191', 60.4), ('22032', 43.0), ('22152', 12.8), ('22102', 18.5), ('22182', 36.6), ('22180', 38.7), ('22043', 15.6), ('22039', 23.7), ('22124', 70.6), ('22046', 12.0), ('22151', 13.1), ('22066', 14.6), ('22181', 52.4), ('20194', 33.8)]"
