ZIP,Geographic Area Name,Number HH,Number Families,Families with Children <18,Families with No Own Children,Married Couple Families,Married Couple with Kids <18,Female Householder,Single Mom,Male Householder,Single Dad,2-Person Families,3-Person Families,4-Person Families,5-Person Families,6-Person Families,7+ Person Families,No Earners,1 Earner,2 Earners,3+ Earners,Non Family Households,Non-Family Female Householder,Single Woman,Single Woman Not Alone,Non-Family Male,Single Male,Single Male Not Alone,Median Income,Median Family Income,Median Family With Children,Median Family No Kids,Median Married,Median Married Kids,Media Married No Kids,Total Pop,Total Pop <5,Total Pop 5-9,Total Pop 10-14,Total Pop 15-19,Total Pop 20-24,Total Pop 25-29,Total Pop 30-34,Total Pop 35-39,Total Pop 40-44,Total Pop 45-49,Total Pop 50-54,Total Pop 55-59,Total Pop 60-64,Total Pop 65-69,Total Pop 70-74,Total Pop 75-79,Total Pop 80-84,Total Pop 85+,Total Pop 5-14,Total Pop 15-17,Total Pop <18,Total Pop 18-24,Total Pop 15-44,Total Pop 16+,Total Pop 18+,Total Pop 21+,Total Pop 60+,Total Pop 62+,Total Pop 65+,Total Pop 75+,Median Age,Males Per 100 Females,Age Dependency Ratio,Old-Age Dependency Ratio,Child Dependency Ratio,Total Pop Male,Median Age Male,Total Pop Female,Median Age Female
77494,ZCTA5 77494,42600,36236,22887,13349,32380,20626,2977,1853,879,408,8917,8928,11840,5091,994,466,2722,12184,17071,4259,6364,3821,3276,545,2543,2140,403,146105,160312,169535,141221,171718,174309,75864,137213,8864,12064,14874,11312,5806,4449,5790,10143,15004,13508,10609,7198,5266,4521,3167,2223,1170,1245,26938,8300,44102,8818,52504,97989,93111,89146,17592,15598,12326,4638,38.3,95.8,69.8,15.3,54.6,67127,38.5,70086,37.9
77449,ZCTA5 77449,39327,29814,16382,13432,21006,11134,5777,3461,3031,1787,10007,7128,5693,4659,1601,726,1766,9778,12000,6270,9513,4679,4027,652,4834,3652,1182,85934,91466,84670,98859,104598,104907,59820,123042,8855,9635,11513,7918,6895,8719,9036,11659,9665,8225,8008,7113,6458,3681,2193,1718,1227,524,21148,5513,35516,9300,53892,91014,87526,83742,15801,13673,9343,3469,34.3,97.7,57.4,12,45.4,60810,33.6,62232,34.9
78660,ZCTA5 78660,42673,30392,17159,13233,24922,14268,3934,1914,1536,977,10719,7305,6123,3296,2328,621,1257,7088,17081,4966,12281,6782,4929,1853,5499,3993,1506,109522,122877,130923,112440,132811,141425,77822,118437,6866,7817,11589,8534,5154,8834,9209,10548,11414,9809,8456,6619,4815,3376,2949,1253,638,557,19406,5711,31983,7977,53693,90689,86454,82541,13588,11753,8773,2448,35.6,101.6,52.5,11.3,41.2,59687,35.2,58750,35.9
77433,ZCTA5 77433,33441,28557,16997,11560,24057,14596,3434,1701,1066,700,8415,6262,8033,3360,1616,871,1771,8963,13561,4262,4884,3306,2772,534,1578,1285,293,137348,144684,151741,137264,160424,167397,63154,112211,9704,12502,10442,8731,4383,4701,8013,10952,8871,8211,6931,5644,4480,3639,2483,1671,451,402,22944,5598,38246,7516,45651,78046,73965,69645,13126,11050,8646,2524,33.6,102,71.8,13.2,58.6,56654,31.6,55557,35.2
77084,ZCTA5 77084,36216,27139,13477,13662,18603,8656,6131,3576,2405,1245,8791,7218,5270,3214,1733,913,2001,8474,11736,4928,9077,5029,4080,949,4048,3339,709,76327,85515,68484,96657,97075,91536,51359,109115,6227,8459,9778,8817,7128,8689,8668,7578,7504,7026,7584,6002,5004,4530,2924,1766,772,659,18237,5357,29821,10588,48384,82824,79294,74493,15655,13698,10651,3197,33.2,94.8,59,15.5,43.4,53101,32.6,56014,33.9
11368,ZCTA5 11368,29859,22321,9396,12925,12144,5506,5636,2447,4541,1443,6850,5014,4974,2722,1454,1307,2013,6957,8070,5281,7538,3606,2816,790,3932,2481,1451,71798,70817,56349,77497,75100,74524,57101,107060,7039,7220,7342,7330,6059,8754,9531,8048,7787,7474,6798,6040,4789,4570,2954,2283,1430,1612,14562,4739,26340,8650,47509,84095,80720,76577,17638,15609,12849,5325,35.1,108,57.7,18.9,38.8,55585,35.3,51475,34.9
11385,ZCTA5 11385,37586,23851,8830,15021,15006,5873,6103,2210,2742,747,9174,6243,4961,2134,1061,278,2836,7074,9681,4260,13735,7258,4696,2562,6477,4026,2451,87365,89695,81111,94797,100224,103413,69283,103865,5852,5418,5979,5145,7319,9526,10565,8688,7310,6232,7003,6626,5417,4753,3301,1916,1344,1471,11397,3012,20261,9452,48553,85364,83604,80248,18202,16084,12785,4731,36.1,97,46.7,18.1,28.6,51143,36.3,52722,35.8
92336,ZCTA5 92336,28225,24649,12479,12170,18031,9619,4519,2135,2099,725,5978,5760,6577,3785,1782,767,1826,7287,9968,5568,3576,1821,1315,506,1755,1311,444,121989,120602,116589,125980,138770,136532,77694,103393,6688,7040,8426,8779,6670,6782,7269,8726,8658,7014,6555,5907,4638,4292,2698,1428,1147,676,15466,6080,28234,9369,46884,79353,75159,71410,14879,12927,10241,3251,35,98.5,59.3,15.8,43.5,51309,33.7,52084,36.1
37013,ZCTA5 37013,38239,23920,12536,11384,15564,8168,5854,3446,2502,922,8607,5517,4603,2875,1291,1027,1110,7353,11444,4013,14319,7442,6159,1283,6877,4863,2014,72233,81444,64296,93881,86561,72360,60549,102055,7819,9153,8280,6330,6259,8429,9695,8005,9010,7017,5167,4706,4458,3356,2350,1022,625,374,17433,4021,29273,8568,47728,75443,72782,69533,12185,10573,7727,2021,32.3,96.7,56.9,11.9,45,50162,32.1,51893,32.5
90650,ZCTA5 90650,26801,21705,8962,12743,14342,6313,4760,1741,2603,908,5176,4956,4754,3975,1746,1098,1908,5463,8111,6223,5096,2778,2301,477,2318,1564,754,98709,104096,97067,109387,117978,120399,71026,100808,6444,6045,6308,6933,6606,7639,8193,7251,6591,6148,6890,5582,6488,5162,3128,2016,1317,2067,12353,4282,23079,9257,43213,80710,77729,73515,20178,17768,13690,5400,36.5,102.3,57.4,21.4,36,50969,35.1,49839,37.9
30044,ZCTA5 30044,30769,23269,11791,11478,16149,8353,5067,2502,2053,936,6955,6283,5072,2953,1049,957,1617,6730,10682,4240,7500,3718,2942,776,3782,2969,813,76133,81738,71428,90098,95713,88689,56530,100471,7062,7847,8724,7283,6671,7701,7553,7127,6460,7373,6235,6314,5199,3781,2507,1240,762,632,16571,4662,28295,9292,42795,75246,72176,68624,14121,11693,8922,2634,33,97.3,58.8,14.1,44.7,49536,32.4,50935,34.2
11226,ZCTA5 11226,39305,22600,8257,14343,11753,4357,8388,3232,2459,668,9502,6043,3894,2044,605,512,2043,7971,9665,2921,16705,9039,6661,2378,7666,5550,2116,81084,93381,79196,100919,120203,123025,60989,100022,5423,4665,5156,4910,6100,10688,10333,8223,7193,6034,6289,6211,5030,4711,4218,2250,1368,1220,9821,3235,18479,7775,47447,83357,81543,78688,18797,16634,13767,4838,36.5,87.5,47.6,20.3,27.3,46690,34.7,53332,38
94565,ZCTA5 94565,30268,23332,10320,13012,15910,7048,4842,2178,2580,1094,7729,5044,4307,3424,1608,1220,2053,7266,9361,4652,6936,3752,3051,701,3184,2216,968,95035,101245,80784,114878,120284,106250,71819,99933,6636,5487,7120,6922,8075,8096,7612,7323,6225,6037,5906,5550,6341,4691,3153,2159,1225,1375,12607,4242,23485,10755,44253,79332,76448,72023,18944,16340,12603,4759,35,97.2,56.5,19.7,36.8,49268,34.6,50665,35.5
11373,ZCTA5 11373,32373,22951,9341,13610,14932,6383,5317,2306,2702,652,8146,5906,5048,2356,871,624,2843,6463,9146,4499,9422,4918,3703,1215,4504,2962,1542,71470,73926,65517,82963,79242,77779,54205,99433,4967,5658,6328,5794,5164,7416,8627,8719,7122,6907,6760,6895,5584,4276,3851,2252,1856,1257,11986,3694,20647,7264,42842,81426,78786,75672,19076,16413,13492,5365,38.3,100.9,52.3,20.7,31.6,49931,37.6,49502,39.2
91331,ZCTA5 91331,23036,19566,7526,12040,12113,4882,4670,1752,2783,892,3913,3871,4199,3689,1464,2430,1583,5343,6447,6193,3470,1882,1630,252,1588,1265,323,82025,84981,69327,93715,93999,84167,55978,98820,5823,6121,7498,7276,7511,7640,7989,6501,6374,6155,6826,6379,4663,4310,2811,2234,1424,1285,13619,4632,24074,10155,43291,77592,74746,70786,16727,14786,12064,4943,34.7,105.6,57.7,19.2,38.4,50747,33.3,48073,36.2
77573,ZCTA5 77573,36043,27162,13221,13941,23348,11564,2681,1220,1133,437,10598,6437,6717,2669,538,203,2323,7534,14168,3137,8881,4641,4173,468,4240,3599,641,122783,147196,148227,144958,152057,159850,80912,97871,6141,8574,7257,7067,3861,5327,6594,7381,8713,7579,6119,6030,5387,4026,3152,2204,1101,1358,15831,4441,26413,6487,38943,74218,71458,68221,17228,14759,11841,4663,37.5,103.4,64.2,19.9,44.3,49753,35.9,48118,38.5
79938,ZCTA5 79938,28641,22908,14525,8383,16779,10672,4082,2690,2047,1163,5513,5185,7287,2894,1242,787,1336,8751,9860,2961,5733,2247,2178,69,3486,3037,449,75801,78678,78230,80417,90639,90469,46397,97851,8173,8546,10482,8000,6921,7823,9079,7871,7839,5610,5334,3708,2882,2610,1555,591,363,464,19028,5074,32275,9847,47533,69174,65576,61515,8465,7270,5583,1418,29.5,112.3,63.1,9.3,53.8,51751,28.6,46100,30.2
77429,ZCTA5 77429,32248,25702,13486,12216,21084,10995,3259,1716,1359,775,8565,6921,6655,2485,829,247,1566,7666,12463,4007,6546,3460,2739,721,3086,2737,349,117931,135793,133933,138742,146696,146684,67679,95938,6699,7019,8048,7940,4459,4949,5829,8118,7261,7118,7937,6224,4368,3947,2491,1941,1083,507,15067,5766,27532,6633,38556,72322,68406,65242,14337,12599,9969,3531,36.9,100,64.2,17.1,47.1,47978,36.3,47960,37.5
78130,ZCTA5 78130,37144,24764,11596,13168,18612,8241,4204,2304,1948,1051,10358,6558,4711,2025,707,405,2660,7668,11375,3061,12380,7071,5897,1174,5309,3997,1312,84426,103854,102655,105489,113997,111620,55817,95787,6177,6915,5871,5632,6348,8321,7441,7210,6593,6681,5773,5073,4766,3752,3309,2653,1941,1331,12786,3566,22529,8414,41545,75634,73258,70045,17752,16157,12986,5925,35.9,96,58.9,21.5,37.4,46913,34.6,48874,37.3
75052,ZCTA5 75052,31641,22659,10575,12084,17137,7626,4166,2243,1356,706,7937,4767,4807,3224,1258,666,1444,6842,9981,4392,8982,4854,4207,647,4128,3475,653,87320,101415,87202,108171,118297,117500,54870,95485,5692,7204,8607,8124,5371,7023,6019,7199,7048,6139,5279,6119,5681,4073,2761,1580,660,906,15811,5309,26812,8186,40784,72061,68673,64696,15661,13263,9980,3146,34.7,95.8,62.7,17,45.7,46706,33.4,48779,35.9
92335,ZCTA5 92335,25070,20658,10523,10135,12535,6671,5584,2836,2539,1016,4765,4423,4453,3344,2098,1575,1864,6577,7205,5012,4412,2046,1633,413,2366,1767,599,75198,77453,70628,84807,87699,84431,50543,95295,6083,7626,8724,8201,7452,7701,7213,6307,6029,6146,5909,4781,4487,3290,2000,1469,1010,867,16350,4857,27290,10796,42903,71246,68005,63016,13123,10955,8636,3346,31.4,101.8,60.5,14.5,46,48064,30.8,47231,32.1
11236,ZCTA5 11236,33318,24242,8023,16219,11267,3579,10366,3682,2609,762,10033,6230,4191,2150,833,805,3939,8701,8099,3503,9076,5187,4638,549,3889,3494,395,82813,93846,83821,98272,116030,133468,70613,95174,5658,5769,5259,5407,5606,7115,6672,5570,5859,5657,5762,6907,6488,5863,4398,3805,1535,1844,11028,3479,20165,7534,36229,77543,75009,72168,23933,21517,17445,7184,40.4,84.5,65.3,30.3,35,43576,37,51598,43
90250,ZCTA5 90250,32712,21703,10970,10733,12659,6754,6512,3342,2532,874,7367,5471,4902,2561,709,693,1675,8074,8880,3074,11009,5194,4157,1037,5815,4602,1213,74923,80371,73325,90708,100908,95983,54050,94991,6247,6481,6994,6547,5759,8214,9076,7172,6588,5957,6902,4836,4626,3304,2643,1715,1019,911,13475,4203,23925,8103,43356,73739,71066,67651,14218,12298,9592,3645,34,95.5,54.5,15.6,38.9,46393,33.4,48598,34.4
10314,ZCTA5 10314,31419,23446,8999,14447,17804,7317,4198,1229,1444,453,8533,5183,4802,2855,1276,797,3545,6290,9778,3833,7973,4719,4037,682,3254,2585,669,104655,123776,130203,122193,141035,148551,94823,93539,5147,5321,5624,5584,5471,6586,5778,5785,5898,5973,6077,5810,6375,5242,4895,3420,2111,2442,10945,3312,19404,7743,35102,76349,74135,71074,24485,22156,18110,7973,41.4,95.5,67,32.3,34.6,45695,39.3,47844,43.9
91342,ZCTA5 91342,25205,20626,8276,12350,13509,5377,4885,2012,2232,887,5345,5207,4969,2439,1281,1385,1936,5666,7675,5349,4579,2336,1932,404,2243,1704,539,95480,100885,85417,106869,116182,112711,59432,93513,5267,5064,6372,7693,6141,7062,6441,5981,6334,6230,6138,6056,6070,4592,3518,1943,1204,1407,11436,4753,21456,9081,39652,74929,72057,67805,18734,16095,12664,4554,37.4,98.4,57.4,21.3,36.1,46370,35.8,47143,38.6
78641,ZCTA5 78641,32254,25754,13963,11791,21766,11739,2814,1720,1174,504,9339,5868,7079,2219,943,306,1833,6614,13607,3700,6500,3559,2897,662,2941,2322,619,131421,147149,149821,142096,160197,166158,59125,93399,6749,6815,8472,5623,4728,3192,8491,8643,9237,7293,5923,4871,4884,3194,2988,1169,598,529,15287,3899,25935,6452,39914,70037,67464,64628,13362,11388,8478,2296,36.7,102.3,58.3,14.4,44,47235,36.9,46164,36.6
10025,ZCTA5 10025,41029,19284,6933,12351,13163,4969,4091,1388,2030,576,10803,4861,2606,788,34,192,2694,6030,9545,1015,21745,12724,10344,2380,9021,6817,2204,109195,157394,"250,000+",141705,233036,"250,000+",67309,93223,3738,3433,3039,4567,7462,10397,7135,6220,5263,4387,5795,5341,5788,4886,5745,4451,2737,2839,6472,2582,12792,9447,41044,81963,80431,77032,26446,23987,20658,10027,40.4,87.8,56,34.6,21.4,43590,40.1,49633,41.1
34787,ZCTA5 34787,30658,23953,12397,11556,18906,9591,3440,1846,1607,960,9204,5649,6031,1683,1214,172,2166,7547,11449,2791,6705,4149,2966,1183,2556,1754,802,114988,126370,131506,123391,152904,154395,52454,93064,5670,6843,8677,5998,4700,4656,6491,7815,9754,6713,6128,5104,4641,3563,2630,1429,1262,990,15520,4603,25793,6095,39414,69551,67271,64764,14515,12629,9874,3681,37.4,94.2,62.1,17.2,44.9,45152,37.3,47912,37.6
77479,ZCTA5 77479,29611,25120,13030,12090,22423,11496,2012,1200,685,334,8107,6120,6870,2244,1301,478,2234,6981,12161,3744,4491,2540,2349,191,1951,1526,425,162381,181533,187824,163675,186742,204406,80158,92355,4100,6288,8630,6998,4977,3874,4148,6049,6927,8478,7112,5708,5720,5146,3884,2327,1083,906,14918,4969,23987,7006,32973,71554,68368,65611,19066,16600,13346,4316,40.9,96.5,67.9,24.3,43.6,45362,40.5,46993,41.1
60618,ZCTA5 60618,37745,21207,10030,11177,16028,7653,3378,1684,1801,693,9343,4678,4451,2002,470,263,1846,5350,11588,2423,16538,8456,5908,2548,8082,5483,2599,101558,126817,148591,115708,166306,181101,57022,91896,6005,4903,5316,4728,4861,8202,10653,9135,8087,6693,5392,5125,3914,2409,2916,1414,1024,1119,10219,3585,19809,6004,45666,74252,72087,70384,12796,11144,8882,3557,35.7,96.5,45.4,14.1,31.3,45139,35.9,46757,35.5
90280,ZCTA5 90280,24791,20303,8362,11941,12032,4940,5271,2458,3000,964,4868,4762,5025,2974,1376,1298,1919,5986,6926,5472,4488,2089,1474,615,2399,1833,566,71379,74358,68243,82192,85307,81875,61829,91719,4722,5369,7089,6757,6927,7945,6778,5847,5768,6636,6051,5789,4965,4317,3069,2122,735,833,12458,4103,21283,9581,40022,73095,70436,66546,16041,13839,11076,3690,35.2,95.4,54.5,18.7,35.9,44773,34.4,46946,36.5
78245,ZCTA5 78245,30429,22738,11606,11132,15931,7892,4517,2315,2290,1399,7942,5618,5015,2755,985,423,1944,7444,9723,3627,7691,3751,3011,740,3940,2927,1013,87890,95444,94935,96637,107505,115316,60049,91388,7385,6880,7303,5416,7295,7674,8521,8237,7740,5572,4030,3376,3558,3297,2517,942,547,1098,14183,3586,25154,9125,44883,68680,66234,63480,11959,10769,8401,2587,32,101.3,58,14.5,43.5,45985,31.2,45403,32.8
77584,ZCTA5 77584,30559,22926,12618,10308,18833,10278,2850,1641,1243,699,7666,4588,6504,2695,935,538,1995,6075,11776,3080,7633,4431,3927,504,3202,2497,705,116373,136758,140536,127783,148834,163705,92926,90979,6593,6698,7483,6857,4009,5151,6521,7902,7192,7200,5743,4943,4281,3211,3219,1960,785,1231,14181,4723,25497,6143,37632,68731,65482,62680,14687,12765,10406,3976,36.6,94.9,65.2,18.9,46.3,44294,35.7,46685,37.2
11221,ZCTA5 11221,36032,17954,6990,10964,8520,3455,7333,3063,2101,472,7756,4728,2877,1368,846,379,2454,6302,6869,2329,18078,10257,6110,4147,7821,4138,3683,85122,86200,65797,93495,125303,129495,46397,90750,4337,4394,4089,4019,8020,12826,12038,7620,5848,4977,4824,3951,4420,2668,2832,1726,1193,968,8483,2634,15454,9405,50371,77126,75296,72838,13807,11804,9387,3887,32.8,87.6,37.7,14.2,23.4,42373,32.5,48377,33.2
92683,ZCTA5 92683,27858,21338,7877,13461,15270,5982,4005,1399,2063,496,6873,5575,4053,2482,1234,1121,3294,5962,7483,4599,6520,3134,2565,569,3386,2568,818,82703,91108,85565,94443,106192,101481,51496,90140,5016,4377,6094,5500,5331,6139,5710,5335,4361,6222,6709,6649,6754,4943,3448,2836,2392,2324,10471,3236,18723,7595,32376,73897,71417,68143,22697,19837,15943,7552,41.7,99.5,62.5,28.7,33.8,44946,41.5,45194,41.9
78613,ZCTA5 78613,33646,23676,12712,10964,19067,10393,2948,1594,1661,725,9063,5695,6623,1403,750,142,2081,7200,11597,2798,9970,4389,3489,900,5581,4153,1428,120829,144043,157050,124925,158709,170375,56346,89162,4921,5667,7720,5799,4972,6424,6226,7833,7856,6946,6168,4980,3878,2914,2603,1825,1184,1246,13387,3933,22241,6838,39110,69518,66921,64328,13650,11854,9772,4255,37.3,101.1,56,17.1,38.9,44835,36.5,44327,38
30043,ZCTA5 30043,29286,21730,9527,12203,17430,7550,3239,1594,1061,383,8315,4751,5096,2135,879,554,1867,6231,10004,3628,7556,4220,3743,477,3336,2718,618,91299,106212,101276,111423,115932,112653,64006,89046,5390,5445,6171,6725,6663,5670,6090,6938,6294,5694,5905,6162,5119,4417,3428,1500,902,533,11616,4310,21316,9078,38380,70641,67730,64008,15899,13394,10780,2935,36.6,100,56.4,18.9,37.4,44512,35.3,44534,37.7
92503,ZCTA5 92503,24727,19742,9029,10713,13822,6653,3932,1689,1988,687,5725,4362,4198,2998,1445,1014,1792,5785,7819,4346,4985,2486,2051,435,2499,1866,633,91523,97671,89683,104214,114439,111637,56544,88242,5284,5744,7674,6343,5770,6562,7214,6356,5582,6012,5666,4942,4499,4168,2703,1687,877,1159,13418,3658,22360,8455,37827,68370,65882,62013,15093,13174,10594,3723,34.7,100.7,59.6,19.2,40.4,44273,33.3,43969,36.6
11234,ZCTA5 11234,32178,23509,8307,15202,15393,5861,6237,1974,1879,472,9724,5349,4700,2038,1219,479,3725,7230,8603,3951,8669,5215,4812,403,3454,2768,686,94434,111881,124003,106549,127480,158431,82192,87778,4386,4695,6014,4881,4830,4861,5096,5647,5248,5397,6046,5631,6808,5637,4894,3695,1867,2145,10709,3204,18299,6507,30563,71634,69479,66885,25046,22327,18238,7707,43.3,85.9,71.3,35.6,35.7,40562,42.2,47216,44.2
85142,ZCTA5 85142,26680,22942,11808,11134,18981,9738,2818,1370,1143,700,7772,5233,5305,2648,1356,628,2210,6234,10400,4098,3738,1861,1365,496,1877,1222,655,125236,128584,133326,124700,138608,150500,88456,87201,5599,6830,7602,7615,5244,3994,5590,6707,6732,6892,5523,5947,3595,3469,3017,1415,505,925,14432,5010,25041,7849,35882,65375,62160,58410,12926,11269,9331,2845,36.1,96.6,65.1,17.7,47.4,42842,35.7,44359,36.4
73099,ZCTA5 73099,31223,22528,10817,11711,17939,8148,3035,1751,1554,918,10235,5206,3955,2171,738,223,2358,6406,11462,2302,8695,4582,3641,941,4113,3279,834,86198,101362,103716,99868,112418,118771,60069,86749,5537,6913,6292,5909,4888,6055,6856,7023,6882,5377,5077,4383,4494,4002,2774,2266,1230,791,13205,4226,22968,6571,37613,66744,63781,60828,15557,13799,11063,4287,35.7,97.9,64.6,21,43.6,42915,35.1,43834,36.4
99301,ZCTA5 99301,26437,20869,11373,9496,14044,7027,4764,3331,2061,1015,7482,4740,4100,2644,1270,633,2437,7324,7735,3373,5568,2729,2343,386,2839,2192,647,82517,88208,81269,98204,105914,104578,46505,86467,7152,7246,8578,7419,6029,5989,6692,5661,6340,5077,4421,3726,3547,3335,2113,1714,733,695,15824,4725,27701,8723,38130,62060,58766,55075,12137,10619,8590,3142,30.5,103.2,72.3,17.1,55.2,43906,30.5,42561,30.4
75035,ZCTA5 75035,28083,23238,15251,7987,20144,13042,2334,1764,760,445,6350,6185,7609,2210,636,248,1160,6533,12216,3329,4845,2680,2248,432,2165,1664,501,161030,179275,187834,160085,189513,207473,87695,86135,5224,6972,8345,7607,3277,3021,4677,7447,9162,9816,6488,4694,3035,1980,2233,705,1040,412,15317,5239,25780,5645,35191,64041,60355,57509,9405,8122,6370,2157,38.1,102.2,59.6,11.8,47.8,43534,37.1,42601,38.9
60647,ZCTA5 60647,38440,16733,7176,9557,11905,4966,3445,1815,1383,395,7625,4256,3118,1106,448,180,1287,4454,9566,1426,21707,10863,6743,4120,10844,6672,4172,102851,126632,137379,125691,175093,212288,50201,85589,5304,4039,3209,3103,5560,13206,14129,9924,5781,4586,3542,3551,2975,2456,1552,1084,584,1004,7248,1948,14500,6715,51703,72357,71089,69558,9655,8448,6680,2672,32.8,95.6,32.9,10.4,22.5,41832,33.2,43757,32.4
30024,ZCTA5 30024,28362,22846,12865,9981,19666,11096,2136,1098,1044,671,6453,6355,7153,1912,631,342,1444,6178,11249,3975,5516,3150,2654,496,2366,1975,391,139918,153169,161682,146678,167752,175710,86415,85106,3654,6872,7146,7942,4849,3144,3715,5393,7275,7283,8558,5837,5052,2762,1933,1737,1004,950,14018,5180,22852,7611,32318,65618,62254,58640,13438,11405,8386,3691,39.9,99.2,58,15.6,42.4,42373,40,42733,39.8
91911,ZCTA5 91911,25375,19604,7766,11838,12973,5441,4908,1698,1723,627,5817,4934,4755,2458,999,641,2191,6013,7295,4105,5771,3031,2528,503,2740,2139,601,79334,88746,84316,92816,99729,96366,52872,84619,4897,5260,5341,5865,5764,6419,6890,6001,5834,4976,5671,4750,4572,3973,2872,2090,1736,1708,10601,3793,19291,7836,36773,68009,65328,62164,16951,15198,12379,5534,36.7,91.6,59.8,23.4,36.4,40453,35.6,44166,37.8
93722,ZCTA5 93722,26717,19753,9962,9791,12790,6147,4738,2793,2225,1022,7277,4473,3520,2554,1144,785,2527,6793,7573,2860,6964,3218,2545,673,3746,2934,812,77335,83213,75324,87596,100328,101521,50846,84500,6191,6012,7557,5761,5940,6846,7463,6470,5497,5251,3643,4669,4248,3226,2573,1304,901,948,13569,3944,23704,7757,37977,63672,60796,57684,13200,11580,8952,3153,32.5,100.9,63,17.3,45.7,42440,32,42060,33
92376,ZCTA5 92376,21819,17643,8561,9082,10980,5433,4336,2156,2327,972,3891,3662,4124,3110,1523,1333,1387,5947,6011,4298,4176,2771,2202,569,1405,1018,387,76914,81408,72369,91902,99199,92691,50952,84161,5066,6337,7487,7131,6766,7764,5747,6235,5137,5245,4990,4316,3262,3176,2275,1433,685,1109,13824,4368,23258,9529,38780,63769,60903,56633,11940,10524,8678,3227,31.2,96.1,61.2,16.6,44.5,41248,29.9,42913,32.6
22193,ZCTA5 22193,24581,19710,9668,10042,15156,7615,2859,1316,1695,737,6007,4114,4433,2853,1231,1072,1407,5051,8884,4368,4871,2694,2229,465,2177,1656,521,119273,128566,116496,137654,146054,138949,80028,83798,6255,5917,6674,6601,5095,5070,5539,6710,6063,5745,5712,5258,5059,2929,2433,1504,791,443,12591,4066,22912,7630,35078,63862,60886,57193,13159,11123,8100,2738,35.5,96,58.8,15.3,43.4,41054,35.7,42744,35.3
93727,ZCTA5 93727,24660,19275,10043,9232,12485,6323,4518,2711,2272,1009,5974,4324,4040,2679,1330,928,2324,6291,7574,3086,5385,2766,2372,394,2619,1923,696,82247,92034,84445,96981,114723,114083,48098,83630,7381,7235,7320,5651,5006,6404,7694,6752,5487,3679,4087,3857,4063,3428,2149,1401,808,1228,14555,3667,25603,6990,36994,60673,58027,54789,13077,11366,9014,3437,31.6,98.3,70.6,18.4,52.2,41447,31.1,42183,32.1
11377,ZCTA5 11377,33371,19122,7331,11791,12796,4692,4269,1923,2057,716,8071,4497,4056,1482,630,386,2633,5688,7813,2988,14249,7754,6485,1269,6495,5231,1264,73292,82230,76244,83851,93783,98069,62403,83545,4316,3754,4680,3360,3391,6061,8274,7696,6604,6334,5654,4707,5159,3885,3860,2334,2057,1419,8434,2168,14918,4583,35386,70280,68627,66882,18714,16094,13555,5810,40.2,98.2,51.7,24.6,27.1,41387,39.4,42158,41
96706,ZCTA5 96706,23441,19382,9347,10035,14064,6631,3513,1917,1805,799,5864,4552,4372,2164,1275,1155,1478,5478,8187,4239,4059,1859,1303,556,2200,1531,669,125879,130168,129898,131283,144700,148036,78923,83467,6235,6913,6794,4914,4230,6297,7776,6602,6171,4117,4788,4879,3964,3563,2273,1564,1149,1238,13707,3235,23177,5909,35990,62688,60290,58000,13751,12139,9787,3951,33.9,99.9,65.3,19.4,45.9,41719,33.5,41748,34.4
92804,ZCTA5 92804,24644,17626,7497,10129,11678,5155,4116,1721,1832,621,5228,4019,3412,2415,1668,884,1625,5604,6267,4130,7018,3813,2994,819,3205,2325,880,74588,85273,71780,94087,98219,88316,57976,83435,5093,4679,5428,5780,6058,6446,6085,5617,5507,4360,5405,5286,5332,4172,2871,2059,1427,1830,10107,3780,18980,8058,35493,66764,64455,61227,17691,15469,12359,5316,36.5,91.6,60.2,23.7,36.4,39882,36,43553,37.4
77379,ZCTA5 77379,28721,22418,11082,11336,18215,8888,2836,1538,1367,656,8073,5729,5039,2586,803,188,2212,7112,9584,3510,6303,3825,3475,350,2478,2234,244,110712,126798,121667,131186,139855,143912,61667,83163,5687,6724,6819,6077,4448,4271,4911,6271,5643,5651,5126,5139,5212,3938,3288,1697,1175,1086,13543,3820,23050,6705,31621,62869,60113,56652,16396,14033,11184,3958,36.5,93.2,70,22.9,47.1,40116,35.8,43047,37.2
92154,ZCTA5 92154,22987,18730,7730,11000,13094,5376,3827,1850,1809,504,5649,4394,4602,2040,957,1088,2056,5931,7411,3332,4257,1843,1463,380,2414,1740,674,90035,97672,89149,102760,111580,113918,57827,82832,4335,4740,6252,6124,6689,6380,6194,5886,5649,4972,5702,4801,3737,4037,2757,2066,1426,1085,10992,3718,19045,9095,36922,66280,63787,60151,15108,13571,11371,4577,35.6,108,58,21.7,36.3,43001,33.4,39831,38
79928,ZCTA5 79928,23700,19875,11853,8022,14301,8395,3632,2308,1942,1150,5024,4240,4787,3819,1316,689,1281,6997,8364,3233,3825,1836,1517,319,1989,1431,558,73704,75944,76102,75855,88819,92247,39600,82792,5477,7088,10245,7642,6180,5240,7092,6764,6113,4983,4497,3900,3832,1840,975,368,331,225,17333,5039,27849,8783,39031,58156,54943,50854,7571,5888,3739,924,29.6,99.8,61.7,7.3,54.4,41348,29,41444,30.1
