ZIP,Geographic Area Name,Number HH,Number Families,Families with Children <18,Families with No Own Children,Married Couple Families,Married Couple with Kids <18,Female Householder,Single Mom,Male Householder,Single Dad,2-Person Families,3-Person Families,4-Person Families,5-Person Families,6-Person Families,7+ Person Families,No Earners,1 Earner,2 Earners,3+ Earners,Non Family Households,Non-Family Female Householder,Single Woman,Single Woman Not Alone,Non-Family Male,Single Male,Single Male Not Alone,Median Income,Median Family Income,Median Family With Children,Median Family No Kids,Median Married,Median Married Kids,Media Married No Kids,Total Pop,Total Pop <5,Total Pop 5-9,Total Pop 10-14,Total Pop 15-19,Total Pop 20-24,Total Pop 25-29,Total Pop 30-34,Total Pop 35-39,Total Pop 40-44,Total Pop 45-49,Total Pop 50-54,Total Pop 55-59,Total Pop 60-64,Total Pop 65-69,Total Pop 70-74,Total Pop 75-79,Total Pop 80-84,Total Pop 85+,Total Pop 5-14,Total Pop 15-17,Total Pop <18,Total Pop 18-24,Total Pop 15-44,Total Pop 16+,Total Pop 18+,Total Pop 21+,Total Pop 60+,Total Pop 62+,Total Pop 65+,Total Pop 75+,Median Age,Males Per 100 Females,Age Dependency Ratio,Old-Age Dependency Ratio,Child Dependency Ratio,Total Pop Male,Median Age Male,Total Pop Female,Median Age Female
60130,ZCTA5 60130,7035,3228,1366,1862,1902,619,1024,532,302,215,1872,820,417,76,6,37,435,1059,1575,159,3807,1839,1637,202,1968,1599,369,81323,111356,100109,124203,154286,166202,90541,14000,893,476,769,359,637,1030,1049,1796,990,694,696,1204,960,871,779,360,140,297,1245,289,2427,707,5861,11835,11573,11425,3407,3035,2447,797,40,100.7,53.4,26.8,26.6,7026,38.3,6974,43.1
27023,ZCTA5 27023,5261,3814,1785,2029,3329,1435,309,211,176,139,1735,708,993,252,82,44,491,1204,1793,326,1447,961,857,104,486,419,67,88418,111250,125625,95069,125020,127987,36477,13998,984,1328,1100,853,374,418,619,759,1391,913,882,1047,979,989,614,329,206,213,2428,525,3937,702,4414,10385,10061,9609,3330,2659,2351,748,41.5,94.1,81.6,30.5,51.1,6787,41.1,7211,42.4
73089,ZCTA5 73089,4827,3997,1657,2340,3494,1451,339,139,164,67,1833,845,664,460,103,92,481,1371,1784,361,830,401,361,40,429,298,131,101205,108274,119229,104865,112946,128935,63832,13977,762,913,1290,991,520,582,846,868,1172,881,1037,883,998,816,747,276,234,161,2203,642,3607,869,4979,10839,10370,9886,3232,2759,2234,671,40.6,100.9,71.8,27.5,44.3,7019,40.1,6958,40.9
75757,ZCTA5 75757,5077,3811,1672,2139,3073,1280,494,322,244,70,1830,744,688,357,163,29,654,1297,1519,341,1266,626,577,49,640,482,158,89382,106228,125556,98227,123487,154167,40212,13977,679,960,1299,953,532,689,637,1279,996,717,690,457,759,1256,760,621,234,459,2259,645,3583,840,5086,10866,10394,10007,4089,3806,3330,1314,39.8,97.6,97.9,47.1,50.7,6904,40.6,7073,39.4
07204,ZCTA5 07204,5236,3676,1462,2214,2583,1055,822,356,271,51,1262,1128,799,357,107,23,188,892,1821,775,1560,802,716,86,758,551,207,104418,124175,121786,137578,142178,143591,83889,13965,780,687,774,645,636,1092,1499,1123,784,874,1127,1149,656,813,631,392,168,135,1461,442,2683,839,5779,11611,11282,10948,2795,2523,2139,695,38.6,98.5,52.7,23.4,29.3,6928,36.5,7037,39.9
34604,ZCTA5 34604,4597,3355,1074,2281,2470,767,624,196,261,111,1393,786,879,197,59,41,658,1279,1075,343,1242,523,418,105,719,408,311,85111,91438,93750,88882,93932,100787,62800,13964,704,804,681,646,870,698,881,1072,771,1058,1045,1158,996,689,737,375,656,123,1485,437,2626,1079,4938,11619,11338,10854,3576,2930,2580,1154,44.1,106.5,59.4,29.5,30,7201,43,6763,45.2
55364,ZCTA5 55364,6207,3975,1454,2521,3319,1174,410,181,246,99,2166,802,694,249,41,23,548,873,2087,467,2232,973,838,135,1259,1088,171,111083,167367,208056,147212,175972,233750,56551,13959,745,849,667,851,565,310,786,1136,898,761,1222,1316,1010,1271,782,458,220,112,1516,517,2778,899,4546,11472,11181,10705,3853,3445,2843,790,46.1,103.2,67.4,34.1,33.3,7089,45.3,6870,47.2
10530,ZCTA5 10530,6493,3921,1154,2767,3081,981,439,147,401,26,2142,805,846,97,31,0,716,949,1868,388,2572,1620,1459,161,952,894,58,118114,154413,206875,134632,185274,230339,96831,13955,686,493,607,414,575,758,782,768,829,760,1165,1002,1174,1152,665,959,583,583,1100,278,2064,711,4126,12132,11891,11755,5116,4654,3942,2125,51.1,90.3,75.6,49.6,26,6621,50.1,7334,52
85118,ZCTA5 85118,6982,4858,345,4513,4478,210,254,66,126,69,4178,301,161,104,79,35,2604,1247,875,132,2124,1204,1081,123,920,703,217,82856,98608,80902,99910,102746,80918,75313,13955,206,207,252,435,237,322,223,271,241,678,701,1119,1792,2092,2283,1628,778,490,459,266,931,406,1729,13236,13024,12773,9063,8497,7271,2896,66,85.7,142.6,126.4,16.2,6442,66.7,7513,64.5
44141,ZCTA5 44141,5516,4039,1514,2525,3524,1280,231,99,284,135,2034,919,672,342,41,31,552,948,2041,498,1477,754,641,113,723,565,158,127347,146950,171218,134380,167802,188333,-,13954,747,852,731,899,556,386,611,910,797,594,1186,1108,1319,1026,896,588,305,443,1583,564,2894,891,4159,11542,11060,10660,4577,3944,3258,1336,49.4,105.9,78.9,41.8,37.1,7176,47.5,6778,51.3
63132,ZCTA5 63132,6057,3545,1753,1792,2296,1035,1048,707,201,11,1731,794,625,360,20,15,390,1376,1519,260,2512,1398,974,424,1114,980,134,84034,116719,118398,114224,147996,175625,63560,13953,798,892,889,982,839,655,875,1061,1322,1319,788,758,510,632,745,462,172,254,1781,749,3328,1072,5734,10979,10625,10225,2775,2557,2265,888,40,96.3,66.9,27.1,39.8,6846,38.7,7107,41
97361,ZCTA5 97361,4402,3108,1152,1956,2360,880,566,182,182,90,1441,793,502,129,40,203,470,1003,1177,458,1294,850,500,350,444,321,123,70625,84271,83500,84621,96190,117500,66693,13953,681,1148,563,1519,1936,1287,719,500,840,503,821,554,707,710,546,363,253,303,1711,455,2847,3000,6801,11454,11106,9457,2882,2498,2175,919,29.3,93.3,56.2,24.4,31.9,6736,28.9,7217,29.6
15226,ZCTA5 15226,6242,3217,1183,2034,2293,833,632,308,292,42,1458,897,507,182,23,150,446,860,1441,470,3025,1686,1345,341,1339,1066,273,77366,105472,114732,98510,117874,119797,63050,13943,872,566,352,807,781,1290,1273,819,723,1093,793,673,1137,845,521,461,320,617,918,402,2192,1186,5693,12028,11751,11249,3901,3494,2764,1398,41.3,102.6,55.1,30.8,24.4,7060,35.9,6883,46
77510,ZCTA5 77510,5414,3979,1370,2609,3233,969,614,359,132,42,1893,910,770,195,95,116,733,1393,1390,463,1435,762,560,202,673,606,67,96284,110780,112409,103869,130934,139356,62074,13938,494,991,724,744,743,662,701,709,934,848,1308,1167,1230,777,782,595,347,182,1715,511,2720,976,4493,11610,11218,10847,3913,3493,2683,1124,46.7,90.5,63.3,31.4,31.9,6621,47.5,7317,45.9
53963,ZCTA5 53963,4569,3039,1464,1575,2165,823,374,222,500,419,1548,662,383,326,96,24,339,1087,1265,348,1530,608,472,136,922,788,134,73945,81034,61122,98085,100538,100430,37344,13927,762,881,745,666,1046,905,1116,1241,1264,747,935,840,812,640,330,339,374,284,1626,439,2827,1273,6238,11408,11100,10675,2779,2397,1967,997,38.5,160.6,52.5,21.5,31,8583,37.5,5344,39.4
19522,ZCTA5 19522,5528,3912,1314,2598,3018,804,551,350,343,160,2169,892,471,274,66,40,563,1307,1556,486,1616,792,674,118,824,532,292,95366,102012,103952,100625,106974,123438,62264,13926,452,733,871,719,620,918,896,847,764,526,902,1182,1508,1004,672,625,273,414,1604,531,2587,808,4764,11664,11339,10963,4496,3887,2988,1312,46.9,107.7,66.8,35.8,31,7220,42.8,6706,50.2
32903,ZCTA5 32903,6043,3685,1050,2635,3070,840,331,37,284,173,2076,798,500,188,102,21,831,1098,1369,387,2358,1149,1010,139,1209,837,372,101549,114219,120288,113614,148333,151250,80043,13925,802,693,728,501,508,634,640,714,680,872,1167,1292,1308,782,825,629,489,661,1421,325,2548,684,3677,11565,11377,11147,4694,3879,3386,1779,51.2,108.7,74.3,42.4,31.9,7252,49,6673,53.1
45246,ZCTA5 45246,5751,3167,1280,1887,2141,785,613,411,413,84,1288,745,580,391,104,59,443,1039,1231,454,2584,1487,1426,61,1097,896,201,70150,89139,75417,99063,111806,112031,39014,13925,1128,696,1301,909,560,940,634,1128,704,719,686,926,931,638,445,531,328,721,1997,632,3757,837,4875,10614,10168,9800,3594,3127,2663,1580,38.4,94.5,85.5,35.5,50.1,6766,36,7159,40.8
08215,ZCTA5 08215,5436,3612,1042,2570,2275,676,1014,332,323,34,1646,995,507,195,226,43,596,831,1574,611,1824,1359,1224,135,465,351,114,84630,101667,109519,100885,116042,141023,51549,13921,411,957,762,796,824,707,571,1187,736,715,600,1339,1286,886,920,541,395,288,1719,593,2723,1027,4821,11589,11198,10861,4316,3917,3030,1224,45.1,97.6,70.4,37.1,33.3,6876,40,7045,50.3
85262,ZCTA5 85262,6401,5121,672,4449,4944,620,40,0,137,52,4039,437,561,84,0,0,1973,1722,1104,322,1280,636,488,148,644,430,214,173795,189188,208726,187848,192222,209340,226607,13919,264,265,260,546,279,166,277,505,443,597,1114,1695,1991,1574,1775,1205,715,248,525,369,1158,456,2216,12993,12761,12547,7508,6788,5517,2168,61.4,98.7,92.1,76.2,16,6913,62.7,7006,60.4
34236,ZCTA5 34236,7954,3642,396,3246,3115,228,383,138,144,30,3150,299,119,35,39,0,1705,1183,646,108,4312,2686,2485,201,1626,1413,213,96400,141574,121214,141991,169583,207375,-,13916,195,135,189,195,267,632,495,494,371,331,666,1055,1316,1963,1331,1554,1217,1510,324,116,635,346,2454,13353,13281,13170,8891,8322,7575,4281,66.6,84.7,143.9,132.8,11.1,6383,65.5,7533,67.4
01778,ZCTA5 01778,4981,3973,1878,2095,3497,1654,406,186,70,38,1559,969,952,350,111,32,407,1006,1879,681,1008,658,540,118,350,253,97,219531,"250,000+","250,000+",234208,"250,000+","250,000+",79063,13915,797,975,1060,817,580,490,430,806,1074,925,814,1328,1087,805,821,492,276,338,2035,647,3479,750,4197,10870,10436,10153,3819,3322,2732,1106,44.7,94.7,80.6,35.5,45.2,6768,44.8,7147,44.7
46310,ZCTA5 46310,5320,3670,1521,2149,2909,1012,432,263,329,246,1827,739,585,268,207,44,717,1158,1450,345,1650,1013,969,44,637,497,140,81083,89553,84980,95453,94271,89750,56650,13914,638,920,946,952,579,626,805,617,1034,1078,1039,711,771,1003,542,693,484,476,1866,731,3235,800,4613,11061,10679,10397,3969,3696,3198,1653,44.1,95,86,42.7,43.2,6777,43.1,7137,45.3
98579,ZCTA5 98579,4841,3449,1225,2224,2719,963,453,177,277,85,1603,757,460,365,156,108,691,1143,1039,576,1392,814,494,320,578,407,171,94284,112321,108750,112357,118021,117018,51181,13907,1109,707,660,587,863,937,821,1079,660,934,1199,842,1038,673,951,379,329,139,1367,369,2845,1081,4947,11379,11062,10669,3509,3226,2471,847,41.8,96.2,61.9,28.8,33.1,6820,41.5,7087,42
43031,ZCTA5 43031,5151,4008,1504,2504,3441,1177,458,266,109,61,2080,798,720,250,122,38,447,931,2077,553,1143,541,467,74,602,461,141,109652,122500,135172,116192,137087,154188,53333,13900,645,1014,957,934,880,587,873,801,1305,759,575,996,1420,763,625,390,206,170,1971,735,3351,1079,5380,10942,10549,10189,3574,2935,2154,766,40.7,100.7,65.6,25.7,39.9,6975,40.9,6925,40.5
01527,ZCTA5 01527,5292,3868,1548,2320,2883,946,551,379,434,223,1785,1095,769,157,35,27,421,1051,1860,536,1424,721,561,160,703,563,140,116000,135958,140039,125677,147636,169932,63378,13899,783,906,660,711,550,1128,827,829,819,1036,946,1051,953,924,621,544,275,336,1566,589,2938,672,4864,11370,10961,10632,3653,3346,2700,1155,43.3,96,68.2,32.7,35.6,6808,41,7091,45.1
32931,ZCTA5 32931,7298,3991,799,3192,3469,572,392,220,130,7,3009,585,331,57,9,0,1416,1094,1294,187,3307,1450,1309,141,1857,1475,382,84769,119036,132375,116210,128188,157188,75678,13893,147,210,552,580,358,342,451,455,527,517,1317,1879,1797,1262,1432,829,527,711,762,453,1362,485,2713,12839,12531,12389,6558,5898,4761,2067,58.8,109.8,78.8,61.3,17.5,7271,58.7,6622,59.1
60173,ZCTA5 60173,6576,3624,1907,1717,2854,1408,544,331,226,168,1903,780,723,148,54,16,118,1617,1673,216,2952,1473,1296,177,1479,1199,280,99975,118016,97266,132739,134101,120488,70227,13892,889,797,755,588,486,1751,1644,1320,1295,915,660,599,698,467,536,269,104,119,1552,484,2925,590,7084,11234,10967,10848,2193,1950,1495,492,35.1,103.3,46.7,15.8,30.9,7059,34.5,6833,35.7
23836,ZCTA5 23836,5383,3698,1622,2076,2763,1103,654,276,281,243,1785,770,592,434,117,0,273,1171,1605,649,1685,570,389,181,1115,910,205,102114,123506,121293,125192,133438,132310,82642,13891,548,761,881,1135,706,1199,890,905,974,673,1370,1435,635,688,527,287,167,110,1642,734,2924,1107,5809,11421,10967,10437,2414,2201,1779,564,39.5,110.3,51.2,19.4,31.8,7287,37.6,6604,41.3
35210,ZCTA5 35210,6305,3479,869,2610,2440,524,807,332,232,13,2242,577,458,141,26,35,621,979,1621,258,2826,1271,1092,179,1555,1199,356,72632,89709,84129,93333,104435,104494,42696,13878,908,640,250,572,675,1457,846,985,695,858,752,1008,1213,876,861,576,321,385,890,282,2080,965,5230,11975,11798,11501,4232,3782,3019,1282,44.6,94.2,58.1,34.4,23.7,6733,41.3,7145,46
80125,ZCTA5 80125,5253,4241,1940,2301,3836,1652,137,79,268,209,2150,940,854,214,65,18,485,898,2385,473,1012,653,497,156,359,258,101,167874,169782,169875,169728,182965,184802,103750,13876,674,821,1032,941,385,574,817,1420,1101,1093,1445,801,969,763,460,366,156,58,1853,535,3062,791,5238,11267,10814,10286,2772,2219,1803,580,40.9,101.4,54,20,34,6985,41.3,6891,40.7
99901,ZCTA5 99901,5621,3550,1326,2224,2619,880,640,286,291,160,1876,743,568,233,91,39,432,1107,1586,425,2071,867,697,170,1204,974,230,89155,110407,112708,107135,132900,135735,53182,13875,654,930,789,786,726,1006,975,814,1111,762,908,1031,985,776,807,449,213,153,1719,507,2880,1005,5418,11362,10995,10567,3383,2895,2398,815,40.8,108.8,61.4,27.9,33.5,7231,40.6,6644,40.9
64505,ZCTA5 64505,5253,3585,1521,2064,2384,778,681,391,520,352,1857,765,717,178,20,48,517,1290,1481,297,1668,767,634,133,901,672,229,70741,82750,63914,89676,101083,106146,50110,13875,774,887,895,853,803,695,843,928,1024,832,931,1327,940,768,555,320,230,270,1782,610,3166,1046,5146,11172,10709,10246,3083,2728,2143,820,41.3,100.9,62,25,37,6967,42.2,6908,40.4
70070,ZCTA5 70070,5190,3731,2094,1637,2652,1390,972,673,107,31,1308,1010,1076,295,30,12,580,984,1737,430,1459,818,555,263,641,540,101,82273,100720,105134,91531,122935,143750,45723,13873,856,1020,1324,696,806,793,768,1055,1246,767,1047,600,769,886,537,423,58,222,2344,570,3770,932,5364,10537,10103,9768,2895,2486,2126,703,38.2,82.5,73.9,26.7,47.3,6273,37.5,7600,39
08824,ZCTA5 08824,4691,4040,1574,2466,3669,1488,279,69,92,17,1488,985,1121,335,61,50,399,971,1813,857,651,459,375,84,192,155,37,180888,193962,220833,178750,202614,226574,130272,13866,503,726,1026,993,888,521,633,580,772,1329,1226,1416,802,808,772,412,224,235,1752,718,2973,1163,4387,11386,10893,10391,3253,2887,2451,871,46.1,91.2,64.3,29,35.2,6613,46,7253,46.2
20166,ZCTA5 20166,5214,3843,2078,1765,2646,1417,722,329,475,332,1466,1213,871,174,39,80,44,1302,2064,433,1371,555,441,114,816,567,249,135246,139848,139369,143324,162384,162094,79938,13854,1024,931,734,787,1006,1146,1378,1659,1095,838,913,946,468,283,353,57,122,114,1665,509,3198,1284,7071,10989,10656,10222,1397,1151,929,293,34.5,119.1,42.4,9.6,32.9,7532,32.5,6322,36
89441,ZCTA5 89441,5124,4131,1353,2778,3455,1078,385,187,291,88,2047,1037,534,335,130,48,787,1086,1671,587,993,543,386,157,450,388,62,123625,131619,135924,131354,140745,141679,85250,13854,700,751,1009,835,451,496,755,877,937,988,1000,1290,1177,837,843,536,236,136,1760,578,3038,708,4351,11236,10816,10317,3765,3125,2588,908,45.5,96.3,68.4,31.5,36.9,6798,45.8,7056,45.4
02114,ZCTA5 02114,7992,2387,593,1794,2128,536,231,55,28,2,1806,385,169,0,27,0,264,471,1567,85,5605,2789,2166,623,2816,1781,1035,135057,214173,"250,000+",205978,232931,"250,000+",88958,13853,470,216,119,246,1073,3051,2220,1344,699,554,654,829,513,813,538,271,118,125,335,192,997,1127,8633,12968,12856,12750,2378,2209,1865,514,33,114.8,26,17,9.1,7403,32.7,6450,33.5
95252,ZCTA5 95252,4808,3581,987,2594,2991,806,248,37,342,144,1773,835,690,263,0,20,885,1201,1054,441,1227,410,329,81,817,589,228,85189,96486,114904,94557,108125,141061,57885,13851,562,923,616,821,893,579,873,816,805,938,1114,1017,859,750,875,509,438,463,1539,595,2696,1119,4787,11639,11155,10753,3894,3550,3035,1410,45.2,112.7,70.6,37.4,33.2,7340,42.1,6511,47.2
36064,ZCTA5 36064,4683,3959,1984,1975,3430,1690,409,236,120,58,1613,867,965,410,81,23,415,1055,2108,381,724,350,316,34,374,332,42,121640,129315,128615,133869,138542,138500,42467,13849,1415,1111,1285,727,590,409,1087,1397,939,634,1099,550,1016,679,433,256,93,129,2396,534,4345,783,5149,9773,9504,9295,2606,2207,1590,478,35.9,94.2,75,20.1,54.9,6717,36.2,7132,35.5
68048,ZCTA5 68048,5309,3660,1401,2259,3068,1054,368,208,224,139,1817,746,551,304,114,128,426,1063,1770,401,1649,801,656,145,848,683,165,85083,101900,94219,121696,119211,105882,82917,13833,807,979,1110,685,694,726,818,1081,704,788,1006,1071,952,803,727,340,252,290,2089,410,3306,969,4708,10752,10527,10158,3364,2949,2412,882,40.1,102,70.5,29.7,40.7,6984,40.3,6849,39.2
22301,ZCTA5 22301,6091,3419,1649,1770,3048,1467,288,117,83,65,1654,817,684,234,24,6,119,674,2421,205,2672,1470,1054,416,1202,844,358,188211,"250,000+","250,000+",236250,"250,000+","250,000+",100871,13830,1223,536,748,521,391,1035,1764,1646,909,970,1209,749,645,732,387,240,81,44,1284,369,2876,543,6266,11170,10954,10785,2129,1820,1484,365,36.9,100.3,46,15.7,30.4,6925,36.8,6905,37
10528,ZCTA5 10528,4959,3669,2018,1651,2997,1685,523,258,149,75,1285,803,1063,459,26,33,499,997,1561,612,1290,710,594,116,580,417,163,151193,173380,191250,154137,196412,202434,75759,13822,833,1103,985,1007,456,483,674,1073,1294,1086,1103,836,821,536,736,345,211,240,2088,666,3587,797,4987,10837,10235,9815,2889,2441,2068,796,40.8,87.8,69.2,25.3,43.9,6463,41.8,7359,39.6
01938,ZCTA5 01938,5757,3716,1391,2325,3194,1128,330,162,192,101,1804,704,839,264,77,28,435,1028,1586,667,2041,1179,1051,128,862,773,89,124405,161920,170486,158099,183125,195769,85417,13820,609,602,873,802,621,677,774,746,843,653,1519,1081,901,1048,789,537,388,357,1475,546,2630,877,4463,11614,11190,10895,4020,3753,3119,1282,48,86.3,71.2,38.6,32.6,6402,48.7,7418,47.4
12528,ZCTA5 12528,5771,3221,1325,1896,2511,928,416,213,294,184,1527,692,560,247,184,11,483,684,1542,512,2550,928,795,133,1622,1302,320,89096,125316,127016,122554,147132,166844,81375,13818,684,867,392,903,680,642,1374,956,748,967,588,932,1147,1227,788,320,271,332,1259,651,2594,932,5303,11590,11224,10905,4085,3637,2938,923,42.9,95.4,66.8,35.5,31.3,6747,45.6,7071,38.9
87544,ZCTA5 87544,6171,3709,1478,2231,3002,1092,462,283,245,103,1997,824,574,225,89,0,524,1015,1812,358,2462,979,863,116,1483,1263,220,135108,167839,172889,166010,177399,176780,85375,13806,496,737,848,948,535,1039,1146,1020,889,966,892,1365,695,841,456,305,260,368,1585,586,2667,897,5577,11566,11139,10721,2925,2659,2230,933,40.6,111,55,25,29.9,7262,39,6544,41.5
12211,ZCTA5 12211,4321,3074,1298,1776,2657,1149,326,81,91,68,1405,658,806,67,115,23,474,659,1700,241,1247,762,686,76,485,404,81,145709,167391,188583,155000,184844,189569,113548,13800,945,592,671,1888,1494,399,776,742,621,614,497,940,721,829,824,405,404,438,1263,496,2704,2886,5920,11379,11096,8955,3621,3265,2900,1247,36.2,91.5,68.4,35.4,33,6594,35.9,7206,36.2
10980,ZCTA5 10980,4816,3686,1467,2219,2985,1225,560,224,141,18,1477,754,762,548,101,44,469,827,1610,780,1130,631,581,50,499,473,26,125333,149608,166851,133271,168222,176875,108640,13793,648,646,1060,825,920,633,647,639,1042,851,928,1073,1268,685,440,522,717,249,1706,574,2928,1171,4706,11266,10865,10526,3881,3306,2613,1488,44.2,106.5,67.1,31.7,35.5,7112,41.1,6681,46.7
76022,ZCTA5 76022,5651,3416,1261,2155,2283,856,962,352,171,53,1853,656,502,287,13,105,528,873,1615,400,2235,1298,1009,289,937,801,136,72197,88198,67091,96139,94960,92983,62447,13790,1172,860,467,881,970,1096,928,971,867,877,844,839,948,483,477,466,332,312,1327,494,2993,1357,5713,11135,10797,10053,3018,2617,2070,1110,37.5,80,58,23.7,34.3,6128,38.3,7662,37.1
21029,ZCTA5 21029,4072,3827,2096,1731,3462,1886,250,144,115,66,1145,809,1230,405,133,105,228,828,2085,686,245,155,136,19,90,36,54,"250,000+","250,000+","250,000+",238839,"250,000+","250,000+",180357,13783,387,901,1570,1295,788,458,249,758,843,1244,1429,1453,733,672,484,287,153,79,2471,988,3846,1095,4391,10583,9937,9572,2408,2134,1675,519,43.2,103.3,66.8,20.3,46.6,7005,42,6778,44.5
02364,ZCTA5 02364,5547,3616,1614,2002,3069,1277,301,158,246,179,1656,664,888,223,95,90,255,852,1816,693,1931,777,642,135,1154,1057,97,115863,147060,176859,131574,164625,197784,61250,13782,727,920,755,923,350,655,700,638,1185,802,1175,743,1171,1060,572,613,425,368,1675,642,3044,631,4451,11234,10738,10427,4209,3948,3038,1406,45.2,104.7,79,39.5,39.5,7048,44.7,6734,45.8
30523,ZCTA5 30523,5035,3674,1075,2599,3002,914,433,127,239,34,1945,556,752,235,150,36,802,1098,1396,378,1361,799,754,45,562,537,25,76780,87115,77293,94250,92444,80417,50481,13777,575,499,975,852,675,469,622,1051,597,602,988,1215,1256,1092,974,445,427,463,1474,521,2570,1006,4266,11528,11207,10728,4657,3909,3401,1335,49.8,95,76.5,43.6,32.9,6713,48.4,7064,51.1
77484,ZCTA5 77484,4699,3609,1282,2327,2660,578,565,443,384,261,1796,879,480,250,85,119,398,1655,1001,555,1090,619,259,360,471,387,84,71446,86113,49556,93380,108220,96638,48676,13772,935,765,949,859,1578,1178,698,585,1023,940,857,957,805,589,415,333,145,161,1714,416,3065,2021,5921,10950,10707,10074,2448,2050,1643,639,33.8,100.1,51.9,18.1,33.8,6891,37.1,6881,32.2
76905,ZCTA5 76905,4746,3507,1742,1765,2671,1342,495,210,341,190,1386,672,817,445,181,6,403,1286,1434,384,1239,423,358,65,816,715,101,81645,85625,83951,87759,94625,97622,42644,13761,1435,939,1008,1133,907,815,936,1114,1010,633,536,629,628,603,822,264,190,159,1947,898,4280,1142,5915,10130,9481,9032,2666,2421,2038,613,33.9,112.1,84.9,27.4,57.5,7273,33.4,6488,34.4
35645,ZCTA5 35645,5289,4145,1547,2598,3373,1169,394,175,378,203,2350,713,782,156,121,23,548,1220,1993,384,1144,764,748,16,380,286,94,80078,95945,87771,101735,106850,105096,36029,13756,815,826,919,750,825,717,626,683,836,1233,704,1308,912,849,734,551,242,226,1745,477,3037,1098,4437,10888,10719,10352,3514,3149,2602,1019,44.2,105.9,69.5,32.1,37.4,7075,40.7,6681,46.9
31032,ZCTA5 31032,5217,3688,1434,2254,3014,1131,539,215,135,88,1710,714,797,342,83,42,673,928,1577,510,1529,693,660,33,836,569,267,73598,93125,106750,90000,106310,117173,56343,13755,517,910,876,972,658,926,717,987,1000,936,965,736,883,1058,693,372,363,186,1786,604,2907,1026,5260,11303,10848,10384,3555,3243,2672,921,41.8,99.3,68.2,32.7,35.6,6855,39.7,6900,44.1
48189,ZCTA5 48189,5989,3787,1321,2466,3049,1016,459,162,279,143,2063,917,577,138,89,3,511,1212,1620,444,2202,863,685,178,1339,1119,220,82433,112099,110370,116544,123809,137353,74702,13748,756,563,530,812,670,1087,1066,1030,714,757,957,1235,1034,853,750,342,298,294,1093,543,2392,939,5379,11755,11356,11040,3571,3145,2537,934,42.5,112.3,55.9,28.8,27.1,7271,41.8,6477,44.1
65742,ZCTA5 65742,5049,3807,1701,2106,2957,1205,660,430,190,66,1752,773,1022,177,29,54,807,710,1815,475,1242,610,541,69,632,509,123,75391,82725,82375,82806,95669,98782,41126,13747,978,897,1420,782,491,550,1135,841,1309,692,773,667,1026,571,559,452,405,199,2317,537,3832,736,5108,10372,9915,9562,3212,2748,2186,1056,38.6,116.8,77.9,28.3,49.6,7406,36.5,6341,38.9
48166,ZCTA5 48166,4978,3403,1643,1760,2501,1178,752,416,150,49,1390,834,642,361,134,42,580,1126,1200,497,1575,846,493,353,729,315,414,70923,92039,102415,81100,114493,118816,42454,13746,898,941,922,914,1033,891,948,769,943,1074,1168,972,747,565,557,182,132,90,1863,595,3356,1352,5498,10865,10390,9779,2273,1994,1526,404,37.7,94.3,55.1,17.2,37.9,6670,36.8,7076,38.4
90716,ZCTA5 90716,3807,3025,1288,1737,1653,746,904,426,468,116,932,778,428,436,246,205,355,929,1032,709,782,350,312,38,432,296,136,76235,77370,60446,93641,88347,75571,40333,13743,1130,987,970,1008,810,1132,958,1084,936,762,669,798,581,579,363,508,129,339,1957,613,3700,1205,5928,10475,10043,9485,2499,2315,1918,976,33.9,96,69.1,23.6,45.5,6731,35,7012,33.3
48381,ZCTA5 48381,5449,3692,1590,2102,2984,1213,382,210,326,167,1835,752,611,400,16,78,562,1170,1491,469,1757,1003,872,131,754,577,177,103156,129915,124476,133305,134873,142313,76176,13737,807,883,1131,884,546,638,588,1061,907,749,857,1006,937,893,590,602,342,316,2014,648,3469,782,4624,10624,10268,9965,3680,3235,2743,1260,41.4,100.5,82.6,36.5,46.1,6884,40,6853,42.8
52003,ZCTA5 52003,5548,3659,1496,2163,3262,1230,232,148,165,118,1932,578,639,320,148,42,579,825,1684,571,1889,975,848,127,914,677,237,96714,125875,142667,110668,135000,148779,73611,13735,743,1084,880,905,399,563,947,951,580,684,962,1176,964,875,944,322,413,343,1964,603,3310,701,4345,10927,10425,10043,3861,3403,2897,1078,43.1,89.8,82.5,38.5,44,6500,44.7,7235,41.6
19055,ZCTA5 19055,4894,3725,1343,2382,2793,966,665,226,267,151,1411,916,668,552,84,94,377,1258,1488,602,1169,572,499,73,597,479,118,82336,94980,82371,99212,104226,102108,80942,13734,1009,1036,499,915,589,1343,951,786,1013,657,805,1046,1064,792,551,204,259,215,1535,594,3138,910,5597,11089,10596,10244,3085,2774,2021,678,38.1,106,60.2,23.6,36.6,7068,35.5,6666,39.8
66205,ZCTA5 66205,6170,3605,1462,2143,2912,1246,310,78,383,138,1789,774,768,246,28,0,378,1071,1917,239,2565,1549,1329,220,1016,669,347,100139,132092,150982,123716,153333,166266,107578,13728,902,753,717,566,884,1130,1472,1159,881,791,714,812,764,566,536,283,355,443,1470,306,2678,1144,6092,11238,11050,10734,2947,2709,2183,1081,37,86.3,54.8,24.6,30.2,6361,36.8,7367,37.1
