ZIP,Geographic Area Name,Number HH,Number Families,Families with Children <18,Families with No Own Children,Married Couple Families,Married Couple with Kids <18,Female Householder,Single Mom,Male Householder,Single Dad,2-Person Families,3-Person Families,4-Person Families,5-Person Families,6-Person Families,7+ Person Families,No Earners,1 Earner,2 Earners,3+ Earners,Non Family Households,Non-Family Female Householder,Single Woman,Single Woman Not Alone,Non-Family Male,Single Male,Single Male Not Alone,Median Income,Median Family Income,Median Family With Children,Median Family No Kids,Median Married,Median Married Kids,Media Married No Kids,Total Pop,Total Pop <5,Total Pop 5-9,Total Pop 10-14,Total Pop 15-19,Total Pop 20-24,Total Pop 25-29,Total Pop 30-34,Total Pop 35-39,Total Pop 40-44,Total Pop 45-49,Total Pop 50-54,Total Pop 55-59,Total Pop 60-64,Total Pop 65-69,Total Pop 70-74,Total Pop 75-79,Total Pop 80-84,Total Pop 85+,Total Pop 5-14,Total Pop 15-17,Total Pop <18,Total Pop 18-24,Total Pop 15-44,Total Pop 16+,Total Pop 18+,Total Pop 21+,Total Pop 60+,Total Pop 62+,Total Pop 65+,Total Pop 75+,Median Age,Males Per 100 Females,Age Dependency Ratio,Old-Age Dependency Ratio,Child Dependency Ratio,Total Pop Male,Median Age Male,Total Pop Female,Median Age Female,ZCTA5,latitude,longitude,area_land_meters,area_water_meters,area_land_sqmi,area_water_sqmi,wealth_score,population_score,children_score,area_score,composite_score,grade,Cluster_A_5mi,Cluster_A_10mi,Cluster_AB_5mi,Cluster_AB_10mi,Cluster_ABC_5mi,Cluster_ABC_10mi,Cluster_BC_5mi,Cluster_BC_10mi
60067,ZCTA5 60067,15266,10459,4408,6051,8187,3088,1530,822,742,498,5039,2436,1944,822,156,62,1066,3047,5137,1209,4807,2848,2182,666,1959,1519,440,121572.0,149554,170946,141351,177813,210400,84500,38118,1880,2255,2781,1906,1654,2180,2425,2417,2295,2540,2823,2700,3144,2923,1625,1215,708,647,5036,1399,8315,2161,12877,30903,29803,28943,10262,8735,7118,2570,42.9,90.6,68.0,31.4,36.7,18123,44.4,19995,42.2,60067,42.106323,-88.064337,35474211.0,215713.0,13.697,0.083,0.286499219431435,0.2210247460931358,0.1902988344579791,0.99718303634619,0.3511467818089516,A,,A_10mi_C11,,"A,B_10mi_C11","A,B,C_5mi_C7","A,B,C_10mi_C10",,
33813,ZCTA5 33813,13969,10736,4660,6076,8509,3329,1642,1113,585,218,4832,2802,1801,807,364,130,1687,3531,4564,954,3233,1915,1629,286,1318,927,391,96723.0,105347,104054,105678,126065,132011,51786,38112,2229,2965,3111,2484,1853,1495,2114,2869,2252,2804,2340,2625,2260,2299,1940,1276,654,542,6076,1641,9946,2696,13067,29288,28166,26941,8971,8259,6711,2472,39.9,96.5,77.6,31.3,46.4,18717,39.2,19395,40.4,33813,27.968975,-81.935648,39949518.0,3064195.0,15.425,1.183,0.1484469185597538,0.2209775807313775,0.2013408114976776,0.9968228118813202,0.3060776028736907,B,,,,,,,,
21208,ZCTA5 21208,15561,8779,3138,5641,6035,2140,2121,851,623,147,4392,1856,1169,784,281,297,1154,2590,3986,1049,6782,4299,3884,415,2483,1996,487,90822.0,117488,118915,115727,144830,160139,79244,38108,2029,1858,2391,2566,1938,2160,2617,1828,2061,2004,2136,1914,3002,2519,2188,1682,1535,1680,4249,1558,7836,2946,13170,31195,30272,28881,12606,11149,9604,4897,44.3,90.5,84.4,46.5,37.9,18109,37.4,19999,49.4,21208,39.386425,-76.721146,31911119.0,65741.0,12.321,0.025,0.1156630388284249,0.220946137156872,0.1346507755674349,0.9974698817534008,0.2746870059545637,C,,,,,"A,B,C_5mi_C47","A,B,C_10mi_C15","B,C_5mi_C93","B,C_10mi_C8"
95120,ZCTA5 95120,12583,10731,4742,5989,9732,4401,669,191,330,150,4018,2563,2972,864,248,66,1557,2868,4790,1516,1852,935,785,150,917,652,265,250000.0,"250,000+","250,000+",224388,"250,000+","250,000+",144917,38103,1156,2397,3122,3532,1291,968,1027,1490,2773,3412,3694,3047,2809,2063,1727,1393,1269,933,5519,2119,8794,2704,11081,30834,29309,27643,10194,8910,7385,3595,47.3,100.1,73.8,33.7,40.1,19062,47.3,19041,47.3,95120,37.185746,-121.842738,102915803.0,1864847.0,39.736,0.72,1.0,0.22090683268874,0.2049338357725002,0.9917548622485386,0.6044247466067788,A,A_5mi_C11,A_10mi_C7,"A,B_5mi_C19","A,B_10mi_C7","A,B,C_5mi_C17","A,B,C_10mi_C7",,
89012,ZCTA5 89012,15885,9938,3504,6434,7970,2800,1265,379,703,325,5422,1716,1761,670,332,37,1672,3277,4121,868,5947,3010,2450,560,2937,2308,629,97468.0,127280,155488,108071,143420,170632,77446,38081,1705,2158,2656,1594,1361,2088,2742,1994,2875,2728,2638,2577,2884,2250,2094,1768,1078,891,4814,1112,7631,1843,12654,31288,30450,29613,10965,9614,8081,3737,44.8,94.3,70.2,36.1,34.1,18486,45.8,19595,44.0,89012,36.011946,-115.04395,27970081.0,0.0,10.799,0.0,0.1525858764312739,0.2207338930289595,0.1506879326965209,0.9977871627924816,0.2924262895845663,C,,,,,"A,B,C_5mi_C43","A,B,C_10mi_C29","B,C_5mi_C25","B,C_10mi_C40"
2138,ZCTA5 02138,14239,5962,2581,3381,5107,2160,625,307,230,114,3238,1304,1132,251,37,0,413,1911,3429,209,8277,4695,3053,1642,3582,2333,1249,122040.0,172784,174583,171058,204563,208873,82933,38077,1487,1307,1164,4247,7062,4773,2958,2556,1772,1682,1209,1286,1159,1736,1769,721,512,677,2471,834,4792,10475,23368,33893,33285,27934,6574,6093,5415,1910,28.7,92.7,36.6,19.4,17.2,18321,28.3,19756,29.1,02138,42.379637,-71.135152,7098374.0,811534.0,2.741,0.313,0.2890992627654905,0.220702449454454,0.1102445009201647,0.999466959515815,0.3283186260622341,B,,,"A,B_5mi_C35","A,B_10mi_C40","A,B,C_5mi_C38","A,B,C_10mi_C37","B,C_5mi_C19","B,C_10mi_C24"
33309,ZCTA5 33309,13755,8107,3299,4808,4411,1512,2981,1519,715,268,3378,2170,1369,686,356,148,711,2395,3579,1422,5648,2139,1639,500,3509,2440,1069,73496.0,67750,50793,84403,94203,74645,39411,38074,2449,2268,2283,1871,2605,3052,2803,3646,2791,2114,2271,2903,2452,1688,1284,816,226,552,4551,1372,8372,3104,16768,30638,29702,28645,7018,5817,4566,1594,37.3,99.0,51.5,18.2,33.3,18938,39.2,19136,35.0,33309,26.18599,-80.172721,24769290.0,2129455.0,9.563,0.822,0.019405878986872,0.2206788667735748,0.1417053720094645,0.9980448233472148,0.2431461661050417,D,,,,,,,,
72712,ZCTA5 72712,14485,9976,5242,4734,8029,3929,1425,987,522,326,4113,2317,1835,1304,280,127,934,3549,4589,904,4509,1957,1770,187,2552,2113,439,102073.0,140393,150192,120871,172472,202146,61989,38072,2804,3058,2594,2881,1772,2821,2904,3566,3143,2765,2264,1873,1767,1287,1152,753,362,306,5652,2008,10464,2645,17087,28757,27608,26366,5627,5061,3860,1421,35.2,107.3,60.3,16.3,44.1,19706,34.5,18366,35.8,72712,36.346815,-94.256507,259362363.0,1480763.0,100.14,0.572,0.1781696361606027,0.220663144986322,0.2268425203750766,0.979162849183731,0.321419185143558,B,,,,,,"A,B,C_10mi_C84",,"B,C_10mi_C71"
2136,ZCTA5 02136,13570,9206,3932,5274,4603,2081,4049,1522,554,329,3108,3111,1528,1065,337,57,910,2849,3814,1633,4364,2493,2059,434,1871,1418,453,96862.0,110394,109275,112401,146929,160568,60362,38071,1989,2610,3169,1842,1753,3010,2781,2925,2644,2269,2480,1988,2129,2231,1777,1102,713,659,5779,1060,8828,2535,14955,29834,29243,28000,8611,7743,6482,2474,38.1,88.6,67.3,28.5,38.8,17884,36.5,20187,39.4,02136,42.255083,-71.12922,11890069.0,284251.0,4.591,0.11,0.1492191536525609,0.2206552840926957,0.1694417667163263,0.9990813025366432,0.2970524859923298,B,,,"A,B_5mi_C35","A,B_10mi_C40","A,B,C_5mi_C38","A,B,C_10mi_C37","B,C_5mi_C19","B,C_10mi_C24"
21113,ZCTA5 21113,15491,10286,4915,5371,6961,3120,2305,1016,1020,779,4699,2626,1964,591,275,131,864,3575,4538,1309,5205,3345,3006,339,1860,1320,540,125081.0,143528,138696,148362,161233,163147,112813,38053,1851,2841,3027,1584,2485,3656,2806,3058,2776,2367,2497,2225,1832,1565,1689,938,382,474,5868,1219,8938,2850,16365,29992,29115,28497,6880,6031,5048,1794,36.3,87.5,58.1,21.0,37.1,17761,33.3,20292,38.2,21113,39.054201,-76.724624,37340016.0,30254.0,14.417,0.012,0.305993988788702,0.2205137880074207,0.2125142406449917,0.9970329428191608,0.3645098672939015,A,,A_10mi_C16,"A,B_5mi_C67","A,B_10mi_C17","A,B,C_5mi_C77","A,B,C_10mi_C15",,
75075,ZCTA5 75075,15237,9730,3706,6024,8096,3105,1210,398,424,203,4389,2371,1991,631,304,44,1214,2791,4591,1134,5507,2976,2493,483,2531,1966,565,91517.0,120674,125556,118603,135417,144196,73917,38041,2092,2375,1844,1814,2295,2850,2762,2976,2454,2073,2183,2409,2075,2222,2341,1156,1300,820,4219,1020,7331,3089,15151,31363,30710,29456,9914,8916,7839,3276,40.0,96.2,66.3,34.3,32.1,18648,39.1,19393,41.2,75075,33.021268,-96.741558,25527052.0,16552.0,9.856,0.006,0.1195242142924604,0.220419457283904,0.1595390412759618,0.9979837436202432,0.283476640384967,C,,,,,"A,B,C_5mi_C28","A,B,C_10mi_C8","B,C_5mi_C8","B,C_10mi_C10"
77535,ZCTA5 77535,10831,8012,3631,4381,6410,2809,1202,590,400,232,3055,1673,1314,1436,291,243,854,3348,3025,785,2819,1122,992,130,1697,1200,497,81407.0,95677,113847,83906,100724,130954,55301,38037,2610,2535,3314,2576,2494,2507,3106,2595,2970,2706,2037,2053,1892,2087,1146,818,415,176,5849,1826,10285,3244,16248,28956,27752,26725,6534,5856,4642,1409,34.8,87.5,64.6,20.1,44.5,17753,34.6,20284,35.2,77535,30.054844,-94.922316,813049790.0,8890851.0,313.92,3.433,0.0633566114990805,0.2203880137093984,0.1562527385855753,0.934597579450028,0.2533178752597347,D,,,,,,,,
98662,ZCTA5 98662,14011,9129,3918,5211,6667,2724,1806,907,656,287,3964,2156,1583,861,347,218,1142,2865,3810,1312,4882,2432,2133,299,2450,1744,706,91883.0,96513,88451,105533,108378,100631,52669,38008,2076,2023,2545,2810,2710,3311,2285,2643,2877,2532,2019,2207,2071,1673,1332,1126,816,952,4568,1781,8425,3739,16636,30774,29583,27983,7970,6842,5899,2894,37.4,111.9,60.5,24.9,35.6,20075,33.3,17933,41.2,98662,45.688491,-122.577844,33333715.0,0.0,12.87,0.0,0.1215575815152474,0.2201600477942332,0.1688283235474542,0.9973554354390411,0.2868289754692757,C,,,,,"A,B,C_5mi_C21","A,B,C_10mi_C26","B,C_5mi_C48","B,C_10mi_C58"
94954,ZCTA5 94954,14886,9862,3575,6287,7884,2936,1291,433,687,206,4527,2274,2151,709,114,87,1226,2743,4538,1355,5024,3297,2738,559,1727,1138,589,107564.0,135372,151893,129290,146367,165417,90250,38000,1516,2151,1753,2222,2036,2213,2477,2593,2180,2203,2660,3043,3273,2350,2006,1564,685,1075,3904,1523,6943,2735,13721,32038,31057,29977,10953,9698,7680,3324,44.8,99.6,62.6,32.9,29.7,18965,42.6,19035,47.4,94954,38.23501,-122.557369,160563832.0,5898895.0,61.994,2.278,0.208675700150558,0.2200971606452221,0.1537989659100867,0.9871148876310216,0.311262850099419,B,,,,"A,B_10mi_C7",,"A,B,C_10mi_C7",,"B,C_10mi_C20"
95973,ZCTA5 95973,15024,9614,4348,5266,7067,2996,1836,1005,711,347,4997,2056,1695,595,129,142,1402,2985,4459,768,5410,2826,1974,852,2584,1710,874,92228.0,110906,116138,104274,130534,143726,54094,37977,1974,2512,2299,2135,2699,3391,2581,2819,2738,2248,1915,2091,2372,1817,1775,986,797,828,4811,1421,8206,3413,16363,30804,29771,28590,8575,7624,6203,2611,37.7,96.1,61.1,26.3,34.8,18610,37.0,19367,38.6,95973,39.89163,-121.841931,861894951.0,4838547.0,332.78,1.868,0.123474280126891,0.2199163600918152,0.1876697923056699,0.9306659628947956,0.2831001021886952,C,,,,,,,,
21014,ZCTA5 21014,14565,9786,4327,5459,8267,3553,1081,569,438,205,3922,2308,2336,940,169,111,1294,2201,4718,1573,4779,2619,2217,402,2160,1642,518,113825.0,144293,150809,136336,154198,165877,69413,37976,2216,2223,2538,2566,1747,2099,2294,2832,2618,2622,2455,2136,2599,1846,1950,1453,757,1025,4761,1909,8886,2404,14156,30081,29090,28231,9630,8424,7031,3235,40.8,94.4,72.2,31.9,40.3,18439,40.2,19537,41.8,21014,39.536084,-76.352184,36480776.0,187448.0,14.085,0.072,0.2434596132157758,0.2199084991981889,0.1867496275523617,0.9971021526121798,0.3347827756226949,B,,,,"A,B_10mi_C77","A,B,C_5mi_C122","A,B,C_10mi_C15",,"B,C_10mi_C8"
92083,ZCTA5 92083,11486,8253,3788,4465,5578,2435,1879,995,796,358,2806,2049,1581,804,582,431,733,2181,3647,1692,3233,1587,1052,535,1646,1122,524,82614.0,87214,83851,91418,109382,108885,55859,37957,2579,2407,2546,2474,3510,2991,2993,2934,2850,2233,2134,2167,1861,1803,1069,522,407,477,4953,1685,9217,4299,17752,29928,28740,27229,6139,5348,4278,1406,34.1,96.6,55.2,17.5,37.7,18653,33.9,19304,34.4,92083,33.197856,-117.248146,14413608.0,0.0,5.565,0.0,0.070062278815758,0.2197591422192875,0.1631320655507843,0.99887825934869,0.2672449845969116,C,,,,,"A,B,C_5mi_C11","A,B,C_10mi_C13","B,C_5mi_C43","B,C_10mi_C46"
82001,ZCTA5 82001,16771,9502,4696,4806,7429,3340,1369,814,704,542,4507,2342,1876,365,239,173,1169,2714,4582,1037,7269,3673,3051,622,3596,2913,683,74149.0,93140,84502,102024,106033,101000,48285,37955,2424,1993,2154,2080,3035,4017,3005,2421,2938,2136,2092,2109,2014,1650,1826,914,569,578,4147,1245,7816,3870,17496,30723,30139,28850,7551,6734,5537,2061,35.5,102.6,54.3,22.5,31.8,19219,35.0,18736,36.2,82001,41.092356,-104.936269,152200001.0,300132.0,58.765,0.116,0.0230337172286205,0.2197434204320347,0.2029182367890631,0.9877880154071006,0.2610541584642081,C,,,,,,,,
98513,ZCTA5 98513,13654,10547,4540,6007,8140,3195,1692,878,715,467,4775,2150,2192,801,345,284,1571,3698,4015,1263,3107,1614,1258,356,1493,1146,347,108270.0,116878,117193,116744,125664,133750,83571,37953,2366,2838,3087,1885,1983,2045,3240,2986,2575,2198,2171,1826,2446,2302,1989,1121,589,306,5925,1387,9678,2481,14714,29226,28275,27672,8753,7978,6307,2016,38.1,101.3,72.8,28.7,44.1,19099,37.2,18854,38.9,98513,46.976955,-122.7339,153064561.0,3378979.0,59.099,1.305,0.2125979877442401,0.2197276986447819,0.1960827271930593,0.9877183886876176,0.3253374119005009,B,,,,,,"A,B,C_10mi_C88",,"B,C_10mi_C79"
23231,ZCTA5 23231,16270,9845,3028,6817,5878,1258,3121,1546,846,224,5440,1988,1357,665,252,143,1048,3616,3992,1189,6425,4040,3483,557,2385,1817,568,74245.0,93212,71250,105961,116921,114545,60066,37949,1828,2101,1777,1858,1968,3142,2576,2503,2583,2153,2697,3141,2992,2211,2156,782,726,755,3878,1113,6819,2713,14630,32099,31130,30197,9622,8447,6630,2263,42.9,80.4,54.9,27.1,27.8,16917,41.6,21032,43.3,23231,37.442204,-77.314931,228729669.0,17831156.0,88.313,6.885,0.0235670594509908,0.2196962550702764,0.1298308649548681,0.9816283438284148,0.2383812328826247,D,,,,,,,,
20735,ZCTA5 20735,13318,9618,2915,6703,6235,1842,2408,676,975,397,3767,2723,1606,893,404,225,1194,2401,4076,1947,3700,2074,1884,190,1626,1420,206,123125.0,142638,153418,138596,165870,186083,106611,37926,1444,2131,2280,1874,2126,1669,2001,2358,2334,3116,2850,3187,3225,2522,2215,1233,726,635,4411,1101,6956,2899,12362,31657,30970,29892,10556,9425,7331,2594,45.9,92.6,60.4,31.0,29.4,18235,45.0,19691,47.9,20735,38.750917,-76.902669,67190398.0,283246.0,25.942,0.109,0.2951271410079056,0.2195154545168695,0.1248795022346858,0.9946304040705364,0.3338560015371271,B,,,,"A,B_10mi_C17",,"A,B,C_10mi_C15",,"B,C_10mi_C8"
20747,ZCTA5 20747,15984,9032,3028,6004,3612,1119,4172,1428,1248,481,4029,2234,1629,624,324,192,958,3524,3445,1105,6952,3900,3645,255,3052,2770,282,72931.0,89961,60332,101183,125750,122386,75357,37924,2438,2409,1975,2139,2226,3083,2836,1952,2337,2054,2538,2741,3611,1952,1654,821,672,486,4384,1380,8202,2985,14573,30458,29722,28417,9196,7350,5585,1979,39.8,79.8,57.1,23.1,34.0,16834,37.7,21090,41.4,20747,38.854991,-76.883313,19800092.0,5037.0,7.645,0.002,0.0162669377822963,0.2194997327296167,0.1298308649548681,0.9984446558261616,0.2383093326301117,D,,,,,,,,
98908,ZCTA5 98908,14681,10087,4253,5834,7472,2822,1918,1123,697,308,4790,2074,2070,680,302,171,2051,3172,3672,1192,4594,2459,2056,403,2135,1676,459,80266.0,88904,91426,87376,104379,111779,45188,37921,2517,2349,2634,2955,2246,1834,1884,2580,2623,1826,2442,1724,2354,2322,2315,1398,852,1066,4983,1725,9225,3476,14122,29765,28696,27058,10307,9561,7953,3316,39.9,95.0,82.8,38.3,44.5,18475,39.2,19446,41.0,98908,46.615206,-120.724113,256039571.0,669924.0,98.857,0.259,0.0570176169602826,0.2194761500487375,0.1835071422311804,0.9794303075103674,0.2658180847417557,C,,,,,,,,
39042,ZCTA5 39042,13787,10321,3870,6451,8394,2932,1577,815,350,123,4942,2223,1871,678,473,134,1557,2776,4654,1334,3466,2064,1888,176,1402,1147,255,88780.0,97418,104370,94755,109665,119611,57917,37906,2072,2524,2861,2441,1605,1651,1958,2577,2959,2544,3572,1952,2713,1790,2077,1064,922,624,5385,1442,8899,2604,13191,30196,29007,27726,9190,8086,6477,2610,42.3,91.4,68.2,28.7,39.5,18100,40.9,19806,43.4,39042,32.197671,-89.894896,577763906.0,1525872.0,223.076,0.589,0.1043184053067551,0.2193582366443417,0.1667250898256068,0.953535213296452,0.2734308981283825,C,,,,,,,,
76180,ZCTA5 76180,15236,9481,3907,5574,6817,2629,2091,1187,573,91,4516,2358,1649,763,137,58,1333,3031,4000,1117,5755,3247,2582,665,2508,1969,539,78688.0,94839,82739,105591,110593,110678,63136,37900,2287,1897,2652,2470,2222,3480,2625,2797,2176,2639,1795,1834,2473,2214,1381,1229,609,1120,4549,1228,8064,3464,15770,30544,29836,28011,9026,7903,6553,2958,37.3,89.6,62.8,28.1,34.6,17913,36.7,19987,37.6,76180,32.840011,-97.225295,24446108.0,101022.0,9.439,0.039,0.0482508041800697,0.2193110712825834,0.1683463324861975,0.998070672787981,0.2609644963835975,C,,,,,"A,B,C_5mi_C24","A,B,C_10mi_C8",,"B,C_10mi_C10"
75032,ZCTA5 75032,12950,10217,4592,5625,8865,3964,1097,552,255,76,4132,2025,2273,991,607,189,973,2862,4580,1802,2733,1609,1370,239,1124,935,189,128465.0,150093,156474,145132,163229,166236,81883,37895,2252,2560,2914,2843,2172,1486,2024,2611,2857,3076,3182,2407,2504,1640,1153,1106,541,567,5474,1934,9660,3081,13993,29565,28235,26670,7511,6419,5007,2214,40.2,96.4,63.1,21.6,41.6,18603,38.5,19292,41.6,75032,32.857112,-96.43121,132886253.0,21656669.0,51.308,8.362,0.3247943021272577,0.2192717668144514,0.1983612303917273,0.989342525728011,0.3654421070841503,A,,A_10mi_C14,,"A,B_10mi_C14",,"A,B,C_10mi_C8",,
32817,ZCTA5 32817,12205,7825,2978,4847,5433,1746,1802,975,590,257,3326,2362,1364,594,139,40,899,2834,2755,1337,4380,2146,1083,1063,2234,1519,715,78546.0,95063,65625,108187,104644,81833,64063,37894,1630,1070,1656,4154,6613,3787,1915,2130,1846,1565,1762,2224,2086,1623,1643,1078,506,606,2726,1480,5836,9287,20445,32942,32058,27883,7542,6658,5456,2190,30.1,106.8,42.4,20.5,21.9,19570,29.1,18324,32.7,32817,28.59102,-81.244637,29061330.0,2065534.0,11.221,0.798,0.0474619021428135,0.2192639059208251,0.1276399964946104,0.9976991913085842,0.2484113245788205,D,,,,,,,,
55311,ZCTA5 55311,13921,10742,5460,5282,9443,4737,773,527,526,196,4457,1914,3034,974,187,176,1287,2046,5836,1573,3179,2075,1637,438,1104,784,320,148122.0,170733,203611,144750,184487,213254,57401,37873,2193,2266,3257,3456,1168,1052,2335,2608,3204,3011,3044,3182,2239,1968,1215,697,455,523,5523,2583,10299,2041,13823,29223,27574,26530,7097,6245,4858,1675,41.1,93.2,66.7,21.4,45.3,18269,40.1,19604,41.5,55311,45.106403,-93.497029,42398020.0,2219066.0,16.37,0.857,0.4340016778057412,0.2190988271546709,0.2363947068618,0.9966258141270946,0.4161326368405478,A,,A_10mi_C53,"A,B_5mi_C97","A,B_10mi_C51","A,B,C_5mi_C97","A,B,C_10mi_C48",,
98038,ZCTA5 98038,12837,10448,5727,4721,8811,4599,1112,750,525,378,3654,2548,2768,1048,258,172,1065,3564,4417,1402,2389,1070,849,221,1319,1060,259,144733.0,158429,162254,155391,172833,180964,72026,37868,2272,2880,3766,3101,1254,1402,2104,3210,3299,3265,2366,2419,2243,1626,1043,707,395,516,6646,2059,10977,2296,14370,28225,26891,25594,6530,5453,4287,1618,38.7,106.6,67.5,19.0,48.6,19543,37.6,18325,39.4,98038,47.419378,-121.958008,172191376.0,1010010.0,66.483,0.39,0.4151735862264371,0.219059522686539,0.2480939444395758,0.986179096182642,0.4114777074758299,A,,A_10mi_C22,,"A,B_10mi_C23",,"A,B,C_10mi_C22",,
33437,ZCTA5 33437,18091,11231,1646,9585,9324,1020,1659,478,248,148,8428,1299,919,444,99,42,4992,2658,2910,671,6860,4974,4120,854,1886,1315,571,78941.0,95850,84143,96642,102167,141250,65368,37862,987,918,1245,874,1856,1393,1457,1370,1184,1404,1357,2249,2345,3182,4097,4553,3832,3559,2163,283,3433,2447,8134,34590,34429,33468,21568,20645,19223,11944,65.5,82.7,149.0,126.4,22.6,17134,64.0,20728,66.5,33437,26.512045,-80.148962,28030501.0,121803.0,10.823,0.047,0.0496563831619416,0.2190123573247807,0.0692752607133467,0.997782159674914,0.2316321077368768,D,,,,,,,,
85233,ZCTA5 85233,14719,10408,4536,5872,8293,3441,1485,785,630,310,4835,2620,1673,845,326,109,910,3185,5034,1279,4311,2227,1872,355,2084,1544,540,105154.0,127436,125882,128289,137262,146755,89138,37841,2283,2305,2756,2139,1944,1968,2888,3167,2707,2325,3107,2505,2177,2357,1450,1037,469,257,5061,1392,8736,2691,14813,30010,29105,28083,7747,6824,5570,1763,39.2,95.3,60.8,23.7,37.1,18468,38.8,19373,39.6,85233,33.353505,-111.811432,25201857.0,347797.0,9.73,0.134,0.1952865881098018,0.2188472785586265,0.1959074577162387,0.9980100099874736,0.3205935003631486,B,,,"A,B_5mi_C25","A,B_10mi_C13","A,B,C_5mi_C27","A,B,C_10mi_C12","B,C_5mi_C37","B,C_10mi_C6"
11378,ZCTA5 11378,13013,9255,3720,5535,6361,2503,2020,924,874,293,3408,2616,1922,706,344,259,1288,2882,3389,1696,3758,1991,1630,361,1767,1406,361,84762.0,99144,79275,103811,116313,123977,47573,37828,2391,1845,2601,2485,2202,2103,2074,2389,2440,2582,3358,2763,3001,1944,1393,1164,542,551,4446,1686,8523,3001,13693,30344,29305,28123,8595,7297,5594,2257,41.5,98.9,59.5,23.6,35.9,18805,40.7,19023,42.5,11378,40.724744,-73.909639,6674051.0,122157.0,2.577,0.047,0.0819958110412951,0.2187450869414835,0.1601524844448339,0.9995011474858604,0.2704184687090792,C,,,,,"A,B,C_5mi_C2","A,B,C_10mi_C3","B,C_5mi_C2","B,C_10mi_C2"
23831,ZCTA5 23831,14817,10336,4046,6290,7762,2748,1822,910,752,388,5002,2630,1430,779,440,55,1369,3545,4164,1258,4481,2677,2252,425,1804,1489,315,92092.0,108641,98924,119612,123936,119597,60698,37819,2206,2110,2479,2328,2545,2216,2072,2403,2483,2754,3009,2691,2519,1898,1768,948,835,555,4589,1573,8368,3300,14047,30613,29451,28331,8523,7640,6004,2338,41.0,97.4,61.3,25.6,35.7,18665,38.4,19154,42.7,23831,37.346253,-77.450566,62335739.0,629255.0,24.068,0.243,0.1227187119785329,0.218674338898846,0.1744369468057137,0.995021064167276,0.2882706606390612,C,,,,,,,,
21784,ZCTA5 21784,13216,10226,4888,5338,9059,4275,907,526,260,87,3697,2534,2620,887,439,49,974,2279,5260,1713,2990,1791,1580,211,1199,915,284,141228.0,164063,171477,158019,176483,190709,105417,37813,2287,2566,2616,2485,1992,1702,2608,2894,2790,2272,3255,2401,2151,1690,1525,1159,669,751,5182,1671,9140,2806,14471,29872,28673,27499,7945,7023,5794,2579,39.5,99.1,65.3,25.3,39.9,18824,38.8,18989,40.3,21784,39.401084,-76.973736,149006889.0,5264209.0,57.532,2.033,0.3957010394617689,0.2186271735370877,0.2113311716764525,0.9880450505721378,0.393826907607793,A,,,,,,"A,B,C_10mi_C15",,
37086,ZCTA5 37086,12551,9784,4808,4976,6438,3089,1854,1179,1492,540,3987,2251,1841,1074,377,254,424,3239,4866,1255,2767,1276,909,367,1491,1181,310,79285.0,82932,70312,101037,94094,82324,49577,37786,2379,2815,3943,2517,2949,2878,2830,3306,2299,3029,2025,1709,2409,1365,589,479,155,110,6758,1752,10889,3714,16779,27886,26897,25265,5107,3832,2698,744,32.3,102.1,56.1,11.1,45.0,19093,31.9,18693,32.8,37086,36.022237,-86.559384,67259648.0,431441.0,25.969,0.167,0.0515675261254354,0.2184149294091752,0.2078257821400403,0.9946247755632728,0.2732730710022405,C,,,,,,"A,B,C_10mi_C5",,
7109,ZCTA5 07109,14151,9240,3993,5247,6316,2824,2189,889,735,280,3096,2573,1964,978,360,269,689,2674,3530,2347,4911,2722,2220,502,2189,1692,497,90164.0,104252,104151,104459,116121,116644,67326,37785,1748,2063,2135,2340,2581,2498,2809,2308,2279,3102,2889,2672,2886,1793,1220,851,845,766,4198,1493,7439,3428,14815,31416,30346,29063,8361,7363,5475,2462,41.1,87.9,51.9,22.0,29.9,17678,41.6,20107,40.9,07109,40.793481,-74.161159,8574570.0,177919.0,3.311,0.069,0.112007422345928,0.2184070685155488,0.1721146262378406,0.9993481354735836,0.2844206197165743,C,,,,,"A,B,C_5mi_C2","A,B,C_10mi_C3","B,C_5mi_C2","B,C_10mi_C2"
11433,ZCTA5 11433,10965,8550,3560,4990,4834,2203,2659,914,1057,443,2245,2228,1684,1155,696,542,1003,2211,3164,2172,2415,1381,1255,126,1034,863,171,71177.0,83201,88165,81599,101385,107173,64847,37777,2615,2263,2997,2794,2459,2618,3087,2205,2474,2273,2130,2744,1946,1716,1165,961,631,699,5260,1652,9527,3601,15637,29393,28250,26711,7118,6375,5172,2291,35.1,88.2,63.7,22.4,41.3,17707,33.7,20070,37.4,11433,40.698151,-73.786912,4012831.0,0.0,1.549,0.0,0.0065223309277376,0.2183441813665377,0.1531417053720094,0.9997154476883408,0.2418514808628697,D,,,,,,,,
